Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:instance,concept:name,lifecycle:transition,org:group,org:resource,time:timestamp
case-4346,T04 Determine confirmation of receipt,Resource21,2010/11/25 19:24:54.306,Variant 9,9,task-2032,T04 Determine confirmation of receipt,complete,Group 3,Resource21,2010-11-25T19:24:54.306+10:00
case-4346,T05 Print and send confirmation of receipt,admin1,2010/11/30 18:32:31.628,Variant 9,9,task-2041,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-11-30T18:32:31.628+10:00
case-4346,T06 Determine necessity of stop advice,Resource21,2011/04/04 21:48:49.776,Variant 9,9,task-2021,T06 Determine necessity of stop advice,complete,EMPTY,Resource21,2011-04-04T21:48:49.776+10:00
case-4346,T07-1 Draft intern advice aspect 1,Resource21,2011/04/04 21:51:48.317,Variant 9,9,task-18944,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource21,2011-04-04T21:51:48.317+10:00
case-4346,T06 Determine necessity of stop advice,Resource21,2011/04/04 21:52:20.251,Variant 9,9,task-18945,T06 Determine necessity of stop advice,complete,Group 1,Resource21,2011-04-04T21:52:20.251+10:00
case-4346,T10 Determine necessity to stop indication,Resource21,2011/04/04 21:54:21.379,Variant 9,9,task-18946,T10 Determine necessity to stop indication,complete,Group 1,Resource21,2011-04-04T21:54:21.379+10:00
case-4395,Confirmation of receipt,Resource11,2010/12/13 21:39:01.149,Variant 1,1,task-1552,Confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T21:39:01.149+10:00
case-4395,T06 Determine necessity of stop advice,Resource11,2010/12/13 21:39:41.069,Variant 1,1,task-3896,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-12-13T21:39:41.069+10:00
case-4395,T02 Check confirmation of receipt,Resource11,2010/12/13 21:51:14.991,Variant 1,1,task-3895,T02 Check confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T21:51:14.991+10:00
case-4395,T04 Determine confirmation of receipt,Resource11,2010/12/13 21:51:57.779,Variant 1,1,task-3899,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T21:51:57.779+10:00
case-4395,T05 Print and send confirmation of receipt,Resource11,2010/12/13 21:52:39.872,Variant 1,1,task-3902,T05 Print and send confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T21:52:39.872+10:00
case-4395,T10 Determine necessity to stop indication,Resource11,2010/12/13 21:53:15.462,Variant 1,1,task-3897,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-12-13T21:53:15.462+10:00
case-4502,Confirmation of receipt,Resource11,2010/12/13 22:59:10.764,Variant 5,5,task-1907,Confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T22:59:10.764+10:00
case-4502,T02 Check confirmation of receipt,Resource11,2010/12/13 22:59:42.994,Variant 5,5,task-3960,T02 Check confirmation of receipt,complete,Group 4,Resource11,2010-12-13T22:59:42.994+10:00
case-4502,T04 Determine confirmation of receipt,Resource11,2010/12/13 23:00:21.666,Variant 5,5,task-3962,T04 Determine confirmation of receipt,complete,EMPTY,Resource11,2010-12-13T23:00:21.666+10:00
case-4502,T06 Determine necessity of stop advice,Resource11,2010/12/13 23:00:40.629,Variant 5,5,task-3961,T06 Determine necessity of stop advice,complete,Group 1,Resource11,2010-12-13T23:00:40.629+10:00
case-4502,T05 Print and send confirmation of receipt,Resource11,2010/12/13 23:01:38.027,Variant 5,5,task-3963,T05 Print and send confirmation of receipt,complete,Group 2,Resource11,2010-12-13T23:01:38.027+10:00
case-4502,T10 Determine necessity to stop indication,Resource11,2010/12/13 23:01:56.554,Variant 5,5,task-3966,T10 Determine necessity to stop indication,complete,Group 1,Resource11,2010-12-13T23:01:56.554+10:00
case-4537,Confirmation of receipt,Resource12,2010/12/15 00:08:54.503,Variant 29,29,task-1984,Confirmation of receipt,complete,EMPTY,Resource12,2010-12-15T00:08:54.503+10:00
case-4537,T02 Check confirmation of receipt,Resource10,2010/12/17 19:19:10.470,Variant 29,29,task-4240,T02 Check confirmation of receipt,complete,Group 4,Resource10,2010-12-17T19:19:10.470+10:00
case-4537,T04 Determine confirmation of receipt,Resource10,2010/12/17 19:21:30.318,Variant 29,29,task-4776,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-12-17T19:21:30.318+10:00
case-4537,T05 Print and send confirmation of receipt,admin1,2010/12/17 19:23:50.542,Variant 29,29,task-4789,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-17T19:23:50.542+10:00
case-4537,T06 Determine necessity of stop advice,Resource12,2010/12/28 21:48:43.961,Variant 29,29,task-4241,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2010-12-28T21:48:43.961+10:00
case-4537,T07-5 Draft intern advice aspect 5,Resource12,2011/01/14 00:04:16.192,Variant 29,29,task-6051,T07-5 Draft intern advice aspect 5,complete,Group 1,Resource12,2011-01-14T00:04:16.192+10:00
case-4537,T06 Determine necessity of stop advice,Resource12,2011/01/14 00:04:49.935,Variant 29,29,task-8183,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-01-14T00:04:49.935+10:00
case-4537,T10 Determine necessity to stop indication,Resource12,2011/01/31 20:01:18.270,Variant 29,29,task-8184,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-01-31T20:01:18.270+10:00
case-4537,T16 Report reasons to hold request,Resource12,2011/02/15 23:40:08.631,Variant 29,29,task-10157,T16 Report reasons to hold request,complete,Group 1,Resource12,2011-02-15T23:40:08.631+10:00
case-4537,T17 Check report Y to stop indication,Resource12,2011/02/15 23:40:44.022,Variant 29,29,task-12325,T17 Check report Y to stop indication,complete,Group 4,Resource12,2011-02-15T23:40:44.022+10:00
case-4537,T19 Determine report Y to stop indication,Resource12,2011/02/15 23:43:16.487,Variant 29,29,task-12326,T19 Determine report Y to stop indication,complete,EMPTY,Resource12,2011-02-15T23:43:16.487+10:00
case-4537,T20 Print report Y to stop indication,Resource12,2011/02/15 23:43:43.912,Variant 29,29,task-12329,T20 Print report Y to stop indication,complete,Group 2,Resource12,2011-02-15T23:43:43.912+10:00
case-4539,Confirmation of receipt,Resource09,2010/12/08 19:36:47.253,Variant 30,30,task-1987,Confirmation of receipt,complete,EMPTY,Resource09,2010-12-08T19:36:47.253+10:00
case-4539,T06 Determine necessity of stop advice,Resource09,2010/12/08 19:37:27.181,Variant 30,30,task-3243,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2010-12-08T19:37:27.181+10:00
case-4539,T07-1 Draft intern advice aspect 1,Resource09,2010/12/08 19:37:47.194,Variant 30,30,task-3245,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource09,2010-12-08T19:37:47.194+10:00
case-4539,T08 Draft and send request for advice,Resource09,2010/12/08 19:38:16.074,Variant 30,30,task-3244,T08 Draft and send request for advice,complete,Group 1,Resource09,2010-12-08T19:38:16.074+10:00
case-4539,T09-1 Process or receive external advice from party 1,Resource09,2010/12/08 19:38:33.164,Variant 30,30,task-3246,T09-1 Process or receive external advice from party 1,complete,Group 1,Resource09,2010-12-08T19:38:33.164+10:00
case-4539,T06 Determine necessity of stop advice,Resource09,2010/12/08 19:38:56.857,Variant 30,30,task-3247,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2010-12-08T19:38:56.857+10:00
case-4539,T10 Determine necessity to stop indication,Resource09,2010/12/08 19:39:22.815,Variant 30,30,task-3248,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2010-12-08T19:39:22.815+10:00
case-4539,T02 Check confirmation of receipt,Resource09,2010/12/20 23:21:51.192,Variant 30,30,task-3242,T02 Check confirmation of receipt,complete,EMPTY,Resource09,2010-12-20T23:21:51.192+10:00
case-4539,T04 Determine confirmation of receipt,Resource09,2010/12/20 23:22:43.875,Variant 30,30,task-5153,T04 Determine confirmation of receipt,complete,Group 3,Resource09,2010-12-20T23:22:43.875+10:00
case-4539,T05 Print and send confirmation of receipt,Resource09,2010/12/20 23:23:42.284,Variant 30,30,task-5156,T05 Print and send confirmation of receipt,complete,Group 2,Resource09,2010-12-20T23:23:42.284+10:00
case-4553,Confirmation of receipt,Resource02,2010/12/03 23:05:12.402,Variant 31,31,task-2122,Confirmation of receipt,complete,EMPTY,Resource02,2010-12-03T23:05:12.402+10:00
case-4553,T02 Check confirmation of receipt,Resource04,2010/12/06 20:02:58.683,Variant 31,31,task-2736,T02 Check confirmation of receipt,complete,EMPTY,Resource04,2010-12-06T20:02:58.683+10:00
case-4553,T04 Determine confirmation of receipt,Resource10,2010/12/06 20:56:23.729,Variant 31,31,task-2877,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2010-12-06T20:56:23.729+10:00
case-4553,T05 Print and send confirmation of receipt,admin1,2010/12/07 00:11:57.194,Variant 31,31,task-2966,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-07T00:11:57.194+10:00
case-4553,T06 Determine necessity of stop advice,Resource02,2010/12/13 21:51:15.058,Variant 31,31,task-2737,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2010-12-13T21:51:15.058+10:00
case-4553,T07-1 Draft intern advice aspect 1,Resource02,2010/12/13 21:52:55.750,Variant 31,31,task-3900,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource02,2010-12-13T21:52:55.750+10:00
case-4553,T07-4 Draft internal advice to hold for type 4,Resource02,2010/12/13 21:53:31.919,Variant 31,31,task-3901,T07-4 Draft internal advice to hold for type 4,complete,Group 12,Resource02,2010-12-13T21:53:31.919+10:00
case-4553,T06 Determine necessity of stop advice,Resource02,2010/12/13 21:55:22.347,Variant 31,31,task-3906,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2010-12-13T21:55:22.347+10:00
case-4553,T10 Determine necessity to stop indication,Resource02,2010/12/13 21:55:53.481,Variant 31,31,task-3909,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2010-12-13T21:55:53.481+10:00
case-4592,Confirmation of receipt,Resource07,2010/12/14 19:02:42.366,Variant 32,32,task-2502,Confirmation of receipt,complete,EMPTY,Resource07,2010-12-14T19:02:42.366+10:00
case-4592,T06 Determine necessity of stop advice,Resource07,2010/12/14 19:03:43.130,Variant 32,32,task-4069,T06 Determine necessity of stop advice,complete,Group 1,Resource07,2010-12-14T19:03:43.130+10:00
case-4592,T10 Determine necessity to stop indication,Resource07,2010/12/14 19:04:53.418,Variant 32,32,task-4071,T10 Determine necessity to stop indication,complete,Group 1,Resource07,2010-12-14T19:04:53.418+10:00
case-4592,T16 Report reasons to hold request,Resource07,2010/12/14 19:08:02.373,Variant 32,32,task-4075,T16 Report reasons to hold request,complete,Group 1,Resource07,2010-12-14T19:08:02.373+10:00
case-4592,T17 Check report Y to stop indication,Resource07,2010/12/14 19:09:30.738,Variant 32,32,task-4078,T17 Check report Y to stop indication,complete,Group 4,Resource07,2010-12-14T19:09:30.738+10:00
case-4592,T19 Determine report Y to stop indication,Resource07,2010/12/14 19:09:44.859,Variant 32,32,task-4079,T19 Determine report Y to stop indication,complete,Group 3,Resource07,2010-12-14T19:09:44.859+10:00
case-4592,T20 Print report Y to stop indication,Resource07,2010/12/14 19:10:06.033,Variant 32,32,task-4081,T20 Print report Y to stop indication,complete,Group 2,Resource07,2010-12-14T19:10:06.033+10:00
case-4592,T02 Check confirmation of receipt,Resource19,2010/12/16 18:01:32.454,Variant 32,32,task-4068,T02 Check confirmation of receipt,complete,EMPTY,Resource19,2010-12-16T18:01:32.454+10:00
case-4592,T03 Adjust confirmation of receipt,Resource07,2010/12/16 19:46:30.287,Variant 32,32,task-4618,T03 Adjust confirmation of receipt,complete,Group 1,Resource07,2010-12-16T19:46:30.287+10:00
case-4592,T02 Check confirmation of receipt,Resource07,2010/12/16 19:47:06.958,Variant 32,32,task-4651,T02 Check confirmation of receipt,complete,Group 4,Resource07,2010-12-16T19:47:06.958+10:00
case-4592,T04 Determine confirmation of receipt,Resource07,2010/12/16 19:47:46.773,Variant 32,32,task-4652,T04 Determine confirmation of receipt,complete,Group 3,Resource07,2010-12-16T19:47:46.773+10:00
case-4592,T05 Print and send confirmation of receipt,Resource07,2010/12/16 19:48:20.867,Variant 32,32,task-4653,T05 Print and send confirmation of receipt,complete,Group 2,Resource07,2010-12-16T19:48:20.867+10:00
case-4654,Confirmation of receipt,Resource15,2010/12/10 19:56:54.593,Variant 6,6,task-2994,Confirmation of receipt,complete,EMPTY,Resource15,2010-12-10T19:56:54.593+10:00
case-4654,T06 Determine necessity of stop advice,Resource15,2010/12/10 19:57:14.025,Variant 6,6,task-3588,T06 Determine necessity of stop advice,complete,Group 1,Resource15,2010-12-10T19:57:14.025+10:00
case-4654,T02 Check confirmation of receipt,Resource15,2010/12/10 19:58:30.167,Variant 6,6,task-3587,T02 Check confirmation of receipt,complete,Group 4,Resource15,2010-12-10T19:58:30.167+10:00
case-4654,T04 Determine confirmation of receipt,Resource15,2010/12/10 19:58:44.669,Variant 6,6,task-3590,T04 Determine confirmation of receipt,complete,Group 3,Resource15,2010-12-10T19:58:44.669+10:00
case-4654,T10 Determine necessity to stop indication,Resource15,2010/12/10 19:59:02.440,Variant 6,6,task-3589,T10 Determine necessity to stop indication,complete,Group 1,Resource15,2010-12-10T19:59:02.440+10:00
case-4654,T05 Print and send confirmation of receipt,admin1,2010/12/10 23:11:06.185,Variant 6,6,task-3591,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2010-12-10T23:11:06.185+10:00
case-4923,Confirmation of receipt,Resource02,2011/01/17 20:50:08.510,Variant 8,8,task-5411,Confirmation of receipt,complete,EMPTY,Resource02,2011-01-17T20:50:08.510+10:00
case-4923,T02 Check confirmation of receipt,Resource02,2011/01/17 20:50:56.307,Variant 8,8,task-8573,T02 Check confirmation of receipt,complete,EMPTY,Resource02,2011-01-17T20:50:56.307+10:00
case-4923,T04 Determine confirmation of receipt,Resource10,2011/01/17 21:08:19.897,Variant 8,8,task-8575,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-01-17T21:08:19.897+10:00
case-4923,T06 Determine necessity of stop advice,Resource02,2011/01/18 18:48:46.250,Variant 8,8,task-8574,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-18T18:48:46.250+10:00
case-4923,T07-1 Draft intern advice aspect 1,Resource02,2011/01/18 18:49:33.297,Variant 8,8,task-8735,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource02,2011-01-18T18:49:33.297+10:00
case-4923,T06 Determine necessity of stop advice,Resource02,2011/01/18 18:49:51.532,Variant 8,8,task-8736,T06 Determine necessity of stop advice,complete,Group 1,Resource02,2011-01-18T18:49:51.532+10:00
case-4923,T10 Determine necessity to stop indication,Resource02,2011/01/18 18:50:05.744,Variant 8,8,task-8737,T10 Determine necessity to stop indication,complete,Group 1,Resource02,2011-01-18T18:50:05.744+10:00
case-4923,T05 Print and send confirmation of receipt,admin1,2011/01/18 19:09:36.866,Variant 8,8,task-8594,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-18T19:09:36.866+10:00
case-4924,Confirmation of receipt,Resource09,2011/01/18 21:53:37.525,Variant 2,2,task-5422,Confirmation of receipt,complete,EMPTY,Resource09,2011-01-18T21:53:37.525+10:00
case-4924,T06 Determine necessity of stop advice,Resource09,2011/01/18 21:54:37.901,Variant 2,2,task-8800,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-01-18T21:54:37.901+10:00
case-4924,T10 Determine necessity to stop indication,Resource09,2011/01/18 21:55:08.036,Variant 2,2,task-8801,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2011-01-18T21:55:08.036+10:00
case-4924,T02 Check confirmation of receipt,Resource24,2011/02/08 00:33:18.597,Variant 2,2,task-8799,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2011-02-08T00:33:18.597+10:00
case-4924,T03 Adjust confirmation of receipt,Resource09,2011/02/09 23:00:41.522,Variant 2,2,task-11299,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-02-09T23:00:41.522+10:00
case-4924,T02 Check confirmation of receipt,Resource10,2011/02/10 00:06:11.727,Variant 2,2,task-11518,T02 Check confirmation of receipt,complete,Group 4,Resource10,2011-02-10T00:06:11.727+10:00
case-4924,T04 Determine confirmation of receipt,Resource10,2011/02/10 00:06:28.296,Variant 2,2,task-11527,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-02-10T00:06:28.296+10:00
case-4924,T05 Print and send confirmation of receipt,admin1,2011/02/11 17:38:09.108,Variant 2,2,task-11528,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-02-11T17:38:09.108+10:00
case-4925,Confirmation of receipt,Resource12,2011/01/03 20:33:36.015,Variant 9,9,task-5434,Confirmation of receipt,complete,EMPTY,Resource12,2011-01-03T20:33:36.015+10:00
case-4925,T02 Check confirmation of receipt,Resource12,2011/01/03 20:34:03.359,Variant 9,9,task-6521,T02 Check confirmation of receipt,complete,Group 4,Resource12,2011-01-03T20:34:03.359+10:00
case-4925,T04 Determine confirmation of receipt,Resource10,2011/01/03 22:55:10.205,Variant 9,9,task-6523,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-01-03T22:55:10.205+10:00
case-4925,T05 Print and send confirmation of receipt,admin1,2011/01/07 20:50:26.443,Variant 9,9,task-6578,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-07T20:50:26.443+10:00
case-4925,T06 Determine necessity of stop advice,Resource12,2011/01/12 19:17:44.150,Variant 9,9,task-6522,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-01-12T19:17:44.150+10:00
case-4925,T07-1 Draft intern advice aspect 1,Resource12,2011/01/13 20:30:08.958,Variant 9,9,task-7856,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource12,2011-01-13T20:30:08.958+10:00
case-4925,T06 Determine necessity of stop advice,Resource12,2011/01/13 20:30:30.314,Variant 9,9,task-8096,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-01-13T20:30:30.314+10:00
case-4925,T10 Determine necessity to stop indication,Resource12,2011/01/13 20:31:10.934,Variant 9,9,task-8097,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-01-13T20:31:10.934+10:00
case-4997,Confirmation of receipt,Resource15,2011/01/05 19:10:22.641,Variant 33,33,task-5997,Confirmation of receipt,complete,EMPTY,Resource15,2011-01-05T19:10:22.641+10:00
case-4997,T06 Determine necessity of stop advice,Resource15,2011/01/05 19:17:46.929,Variant 33,33,task-6808,T06 Determine necessity of stop advice,complete,Group 1,Resource15,2011-01-05T19:17:46.929+10:00
case-4997,T02 Check confirmation of receipt,Resource15,2011/01/05 19:25:20.918,Variant 33,33,task-6807,T02 Check confirmation of receipt,complete,EMPTY,Resource15,2011-01-05T19:25:20.918+10:00
case-4997,T04 Determine confirmation of receipt,Resource10,2011/01/05 21:33:24.735,Variant 33,33,task-6811,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-01-05T21:33:24.735+10:00
case-4997,T08 Draft and send request for advice,Resource15,2011/01/06 17:33:16.134,Variant 33,33,task-6809,T08 Draft and send request for advice,complete,Group 1,Resource15,2011-01-06T17:33:16.134+10:00
case-4997,T09-1 Process or receive external advice from party 1,Resource15,2011/01/06 17:33:32.413,Variant 33,33,task-6939,T09-1 Process or receive external advice from party 1,complete,Group 1,Resource15,2011-01-06T17:33:32.413+10:00
case-4997,T06 Determine necessity of stop advice,Resource15,2011/01/06 17:33:51.069,Variant 33,33,task-6940,T06 Determine necessity of stop advice,complete,Group 1,Resource15,2011-01-06T17:33:51.069+10:00
case-4997,T10 Determine necessity to stop indication,Resource15,2011/01/06 17:34:09.099,Variant 33,33,task-6941,T10 Determine necessity to stop indication,complete,Group 1,Resource15,2011-01-06T17:34:09.099+10:00
case-4997,T05 Print and send confirmation of receipt,admin1,2011/01/08 00:22:59.592,Variant 33,33,task-6860,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-08T00:22:59.592+10:00
case-5141,Confirmation of receipt,Resource09,2011/01/20 00:05:04.530,Variant 34,34,task-6816,Confirmation of receipt,complete,EMPTY,Resource09,2011-01-20T00:05:04.530+10:00
case-5141,T06 Determine necessity of stop advice,Resource09,2011/01/20 00:05:33.840,Variant 34,34,task-8972,T06 Determine necessity of stop advice,complete,Group 1,Resource09,2011-01-20T00:05:33.840+10:00
case-5141,T10 Determine necessity to stop indication,Resource09,2011/01/20 00:06:03.508,Variant 34,34,task-8973,T10 Determine necessity to stop indication,complete,Group 1,Resource09,2011-01-20T00:06:03.508+10:00
case-5141,T02 Check confirmation of receipt,Resource24,2011/02/08 00:31:47.396,Variant 34,34,task-8971,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2011-02-08T00:31:47.396+10:00
case-5141,T03 Adjust confirmation of receipt,Resource09,2011/03/21 21:08:33.771,Variant 34,34,task-11298,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-03-21T21:08:33.771+10:00
case-5141,T02 Check confirmation of receipt,Resource09,2011/03/21 22:11:10.252,Variant 34,34,task-16955,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-21T22:11:10.252+10:00
case-5141,T03 Adjust confirmation of receipt,Resource09,2011/03/21 22:14:54.468,Variant 34,34,task-17007,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-03-21T22:14:54.468+10:00
case-5141,T02 Check confirmation of receipt,Resource09,2011/03/21 22:16:27.307,Variant 34,34,task-17020,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-21T22:16:27.307+10:00
case-5141,T03 Adjust confirmation of receipt,Resource09,2011/03/21 22:51:17.484,Variant 34,34,task-17021,T03 Adjust confirmation of receipt,complete,Group 1,Resource09,2011-03-21T22:51:17.484+10:00
case-5141,T02 Check confirmation of receipt,Resource09,2011/03/21 22:53:05.298,Variant 34,34,task-17036,T02 Check confirmation of receipt,complete,Group 4,Resource09,2011-03-21T22:53:05.298+10:00
case-5141,T04 Determine confirmation of receipt,Resource09,2011/03/21 22:53:23.131,Variant 34,34,task-17038,T04 Determine confirmation of receipt,complete,Group 3,Resource09,2011-03-21T22:53:23.131+10:00
case-5141,T05 Print and send confirmation of receipt,Resource09,2011/03/21 22:53:37.981,Variant 34,34,task-17039,T05 Print and send confirmation of receipt,complete,Group 2,Resource09,2011-03-21T22:53:37.981+10:00
case-5275,Confirmation of receipt,Resource18,2011/01/15 01:03:09.840,Variant 2,2,task-7909,Confirmation of receipt,complete,EMPTY,Resource18,2011-01-15T01:03:09.840+10:00
case-5275,T06 Determine necessity of stop advice,Resource18,2011/01/17 18:06:42.726,Variant 2,2,task-8452,T06 Determine necessity of stop advice,complete,Group 1,Resource18,2011-01-17T18:06:42.726+10:00
case-5275,T10 Determine necessity to stop indication,Resource18,2011/01/17 18:09:14.670,Variant 2,2,task-8480,T10 Determine necessity to stop indication,complete,Group 1,Resource18,2011-01-17T18:09:14.670+10:00
case-5275,T02 Check confirmation of receipt,Resource24,2011/01/17 22:47:49.460,Variant 2,2,task-8451,T02 Check confirmation of receipt,complete,EMPTY,Resource24,2011-01-17T22:47:49.460+10:00
case-5275,T03 Adjust confirmation of receipt,Resource18,2011/01/20 22:39:54.930,Variant 2,2,task-8634,T03 Adjust confirmation of receipt,complete,Group 1,Resource18,2011-01-20T22:39:54.930+10:00
case-5275,T02 Check confirmation of receipt,Resource18,2011/01/20 22:40:10.916,Variant 2,2,task-9078,T02 Check confirmation of receipt,complete,Group 4,Resource18,2011-01-20T22:40:10.916+10:00
case-5275,T04 Determine confirmation of receipt,Resource18,2011/01/20 22:41:34.147,Variant 2,2,task-9079,T04 Determine confirmation of receipt,complete,Group 3,Resource18,2011-01-20T22:41:34.147+10:00
case-5275,T05 Print and send confirmation of receipt,admin1,2011/01/24 20:04:54.827,Variant 2,2,task-9080,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-01-24T20:04:54.827+10:00
case-5286,Confirmation of receipt,Resource12,2011/02/03 00:31:51.578,Variant 35,35,task-7954,Confirmation of receipt,complete,EMPTY,Resource12,2011-02-03T00:31:51.578+10:00
case-5286,T02 Check confirmation of receipt,Resource12,2011/02/03 00:47:52.354,Variant 35,35,task-10696,T02 Check confirmation of receipt,complete,Group 4,Resource12,2011-02-03T00:47:52.354+10:00
case-5286,T04 Determine confirmation of receipt,Resource12,2011/02/03 18:37:37.396,Variant 35,35,task-10698,T04 Determine confirmation of receipt,complete,EMPTY,Resource12,2011-02-03T18:37:37.396+10:00
case-5286,T05 Print and send confirmation of receipt,Resource12,2011/02/03 18:41:52.753,Variant 35,35,task-10759,T05 Print and send confirmation of receipt,complete,Group 2,Resource12,2011-02-03T18:41:52.753+10:00
case-5286,T06 Determine necessity of stop advice,Resource12,2011/02/03 18:43:18.262,Variant 35,35,task-10697,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-02-03T18:43:18.262+10:00
case-5286,T07-1 Draft intern advice aspect 1,Resource12,2011/02/03 18:44:22.757,Variant 35,35,task-10760,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource12,2011-02-03T18:44:22.757+10:00
case-5286,T06 Determine necessity of stop advice,Resource12,2011/02/03 18:44:56.122,Variant 35,35,task-10763,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-02-03T18:44:56.122+10:00
case-5286,T07-1 Draft intern advice aspect 1,Resource12,2011/02/03 18:45:20.401,Variant 35,35,task-10764,T07-1 Draft intern advice aspect 1,complete,Group 13,Resource12,2011-02-03T18:45:20.401+10:00
case-5286,T06 Determine necessity of stop advice,Resource12,2011/02/03 18:45:49.765,Variant 35,35,task-10765,T06 Determine necessity of stop advice,complete,Group 1,Resource12,2011-02-03T18:45:49.765+10:00
case-5286,T10 Determine necessity to stop indication,Resource12,2011/02/03 18:48:39.077,Variant 35,35,task-10766,T10 Determine necessity to stop indication,complete,Group 1,Resource12,2011-02-03T18:48:39.077+10:00
case-5351,Confirmation of receipt,Resource21,2011/01/17 23:15:36.633,Variant 11,11,task-8666,Confirmation of receipt,complete,Group 1,Resource21,2011-01-17T23:15:36.633+10:00
case-5351,T06 Determine necessity of stop advice,Resource21,2011/01/17 23:20:38.278,Variant 11,11,task-8668,T06 Determine necessity of stop advice,complete,Group 1,Resource21,2011-01-17T23:20:38.278+10:00
case-5351,T07-1 Draft intern advice aspect 1,Resource21,2011/01/18 23:08:06.004,Variant 11,11,task-8670,T07-1 Draft intern advice aspect 1,complete,EMPTY,Resource21,2011-01-18T23:08:06.004+10:00
case-5351,T06 Determine necessity of stop advice,Resource21,2011/01/18 23:08:35.153,Variant 11,11,task-8811,T06 Determine necessity of stop advice,complete,Group 1,Resource21,2011-01-18T23:08:35.153+10:00
case-5351,T10 Determine necessity to stop indication,Resource21,2011/01/18 23:09:19.866,Variant 11,11,task-8812,T10 Determine necessity to stop indication,complete,Group 1,Resource21,2011-01-18T23:09:19.866+10:00
case-5351,T02 Check confirmation of receipt,Resource21,2011/03/30 18:00:52.380,Variant 11,11,task-8667,T02 Check confirmation of receipt,complete,EMPTY,Resource21,2011-03-30T18:00:52.380+10:00
case-5351,T04 Determine confirmation of receipt,Resource10,2011/03/30 19:15:20.861,Variant 11,11,task-18390,T04 Determine confirmation of receipt,complete,Group 3,Resource10,2011-03-30T19:15:20.861+10:00
case-5351,T05 Print and send confirmation of receipt,admin1,2011/03/31 16:49:54.077,Variant 11,11,task-18443,T05 Print and send confirmation of receipt,complete,Group 2,admin1,2011-03-31T16:49:54.077+10:00
case-5560,Confirmation of receipt,Resource05,2011/02/02 01:17:34.957,Variant 36,36,task-9901,Confirmation of receipt,complete,EMPTY,Resource05,2011-02-02T01:17:34.957+10:00
case-5560,T06 Determine necessity of stop advice,Resource05,2011/02/02 01:18:37.840,Variant 36,36,task-10467,T06 Determine necessity of stop advice,complete,Group 1,Resource05,2011-02-02T01:18:37.840+10:00
