Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-5686,Confirmation of receipt-complete,Resource01,2011/02/11 18:30:00.863,Variant 1,1,Internet,General,,Resource01,task-10432,Confirmation of receipt,complete,EMPTY
case-5686,T02 Check confirmation of receipt-complete,Resource01,2011/02/11 18:30:21.274,Variant 1,1,Internet,General,,Resource01,task-11861,T02 Check confirmation of receipt,complete,Group 4
case-5686,T04 Determine confirmation of receipt-complete,Resource01,2011/02/11 18:31:55.567,Variant 1,1,Internet,General,,Resource01,task-11863,T04 Determine confirmation of receipt,complete,Group 3
case-5686,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/11 18:32:10.489,Variant 1,1,Internet,General,,Resource01,task-11864,T05 Print and send confirmation of receipt,complete,Group 2
case-5686,T06 Determine necessity of stop advice-complete,Resource01,2011/02/11 18:33:28.394,Variant 1,1,Internet,General,,Resource01,task-11862,T06 Determine necessity of stop advice,complete,Group 1
case-5686,T10 Determine necessity to stop indication-complete,Resource01,2011/02/11 18:33:53.772,Variant 1,1,Internet,General,,Resource01,task-11865,T10 Determine necessity to stop indication,complete,Group 1
case-5704,Confirmation of receipt-complete,Resource05,2011/02/14 21:59:07.997,Variant 4,4,Desk,General,,Resource05,task-10510,Confirmation of receipt,complete,EMPTY
case-5704,T02 Check confirmation of receipt-complete,Resource05,2011/02/14 21:59:47.552,Variant 4,4,Desk,General,,Resource05,task-12189,T02 Check confirmation of receipt,complete,Group 4
case-5704,T06 Determine necessity of stop advice-complete,Resource05,2011/02/14 22:00:33.090,Variant 4,4,Desk,General,,Resource05,task-12190,T06 Determine necessity of stop advice,complete,Group 1
case-5704,T10 Determine necessity to stop indication-complete,Resource05,2011/02/14 22:00:54.912,Variant 4,4,Desk,General,,Resource05,task-12192,T10 Determine necessity to stop indication,complete,Group 1
case-5704,T04 Determine confirmation of receipt-complete,Resource10,2011/02/16 01:35:19.685,Variant 4,4,Desk,General,,Resource05,task-12191,T04 Determine confirmation of receipt,complete,Group 3
case-5704,T05 Print and send confirmation of receipt-complete,Resource05,2011/02/16 16:48:50.218,Variant 4,4,Desk,General,,Resource05,task-12406,T05 Print and send confirmation of receipt,complete,Group 2
case-5706,Confirmation of receipt-complete,Resource07,2011/02/05 00:19:59.421,Variant 1,1,Desk,General,,Resource07,task-10512,Confirmation of receipt,complete,EMPTY
case-5706,T02 Check confirmation of receipt-complete,Resource07,2011/02/05 00:20:43.442,Variant 1,1,Desk,General,,Resource07,task-11028,T02 Check confirmation of receipt,complete,Group 4
case-5706,T04 Determine confirmation of receipt-complete,Resource07,2011/02/05 00:20:59.258,Variant 1,1,Desk,General,,Resource07,task-11031,T04 Determine confirmation of receipt,complete,Group 3
case-5706,T05 Print and send confirmation of receipt-complete,Resource07,2011/02/05 00:21:12.911,Variant 1,1,Desk,General,,Resource07,task-11032,T05 Print and send confirmation of receipt,complete,Group 2
case-5706,T06 Determine necessity of stop advice-complete,Resource07,2011/02/05 00:21:27.504,Variant 1,1,Desk,General,,Resource07,task-11029,T06 Determine necessity of stop advice,complete,Group 1
case-5706,T10 Determine necessity to stop indication-complete,Resource07,2011/02/05 00:22:01.647,Variant 1,1,Desk,General,,Resource07,task-11033,T10 Determine necessity to stop indication,complete,Group 1
case-5707,Confirmation of receipt-complete,Resource01,2011/02/18 00:29:12.869,Variant 1,1,Internet,General,,Resource11,task-10517,Confirmation of receipt,complete,EMPTY
case-5707,T02 Check confirmation of receipt-complete,Resource01,2011/02/18 00:30:29.064,Variant 1,1,Internet,General,,Resource11,task-12889,T02 Check confirmation of receipt,complete,Group 4
case-5707,T04 Determine confirmation of receipt-complete,Resource01,2011/02/18 00:30:40.633,Variant 1,1,Internet,General,,Resource11,task-12891,T04 Determine confirmation of receipt,complete,Group 3
case-5707,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/18 00:30:50.348,Variant 1,1,Internet,General,,Resource11,task-12892,T05 Print and send confirmation of receipt,complete,Group 2
case-5707,T06 Determine necessity of stop advice-complete,Resource01,2011/02/18 00:31:07.581,Variant 1,1,Internet,General,,Resource11,task-12890,T06 Determine necessity of stop advice,complete,Group 1
case-5707,T10 Determine necessity to stop indication-complete,Resource01,2011/02/18 00:31:21.875,Variant 1,1,Internet,General,,Resource11,task-12893,T10 Determine necessity to stop indication,complete,Group 1
case-5710,Confirmation of receipt-complete,Resource01,2011/02/09 21:07:29.300,Variant 4,4,Internet,General,,Resource01,task-10547,Confirmation of receipt,complete,EMPTY
case-5710,T02 Check confirmation of receipt-complete,Resource01,2011/02/09 21:07:46.209,Variant 4,4,Internet,General,,Resource01,task-11493,T02 Check confirmation of receipt,complete,Group 4
case-5710,T06 Determine necessity of stop advice-complete,Resource01,2011/02/09 22:16:38.491,Variant 4,4,Internet,General,,Resource01,task-11494,T06 Determine necessity of stop advice,complete,Group 1
case-5710,T10 Determine necessity to stop indication-complete,Resource01,2011/02/09 22:18:06.103,Variant 4,4,Internet,General,,Resource01,task-11503,T10 Determine necessity to stop indication,complete,Group 1
case-5710,T04 Determine confirmation of receipt-complete,Resource01,2011/02/10 18:58:36.256,Variant 4,4,Internet,General,,Resource01,task-11495,T04 Determine confirmation of receipt,complete,EMPTY
case-5710,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/10 18:58:47.927,Variant 4,4,Internet,General,,Resource01,task-11624,T05 Print and send confirmation of receipt,complete,Group 2
case-5712,Confirmation of receipt-complete,Resource01,2011/02/10 18:30:52.063,Variant 1,1,Internet,General,,Resource01,task-10598,Confirmation of receipt,complete,EMPTY
case-5712,T02 Check confirmation of receipt-complete,Resource01,2011/02/10 18:31:05.872,Variant 1,1,Internet,General,,Resource01,task-11572,T02 Check confirmation of receipt,complete,Group 4
case-5712,T04 Determine confirmation of receipt-complete,Resource01,2011/02/10 18:31:57.654,Variant 1,1,Internet,General,,Resource01,task-11574,T04 Determine confirmation of receipt,complete,Group 3
case-5712,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/10 18:32:24.434,Variant 1,1,Internet,General,,Resource01,task-11579,T05 Print and send confirmation of receipt,complete,Group 2
case-5712,T06 Determine necessity of stop advice-complete,Resource01,2011/02/10 18:32:34.788,Variant 1,1,Internet,General,,Resource01,task-11573,T06 Determine necessity of stop advice,complete,Group 1
case-5712,T10 Determine necessity to stop indication-complete,Resource01,2011/02/10 18:33:03.566,Variant 1,1,Internet,General,,Resource01,task-11580,T10 Determine necessity to stop indication,complete,Group 1
case-5714,Confirmation of receipt-complete,Resource01,2011/02/17 00:22:10.836,Variant 1,1,Internet,General,,Resource07,task-10653,Confirmation of receipt,complete,EMPTY
case-5714,T02 Check confirmation of receipt-complete,Resource01,2011/02/17 00:22:23.873,Variant 1,1,Internet,General,,Resource07,task-12619,T02 Check confirmation of receipt,complete,Group 4
case-5714,T04 Determine confirmation of receipt-complete,Resource01,2011/02/17 00:22:38.402,Variant 1,1,Internet,General,,Resource07,task-12621,T04 Determine confirmation of receipt,complete,Group 3
case-5714,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/17 00:22:48.748,Variant 1,1,Internet,General,,Resource07,task-12622,T05 Print and send confirmation of receipt,complete,Group 2
case-5714,T06 Determine necessity of stop advice-complete,Resource07,2011/03/01 19:16:07.490,Variant 1,1,Internet,General,,Resource07,task-12620,T06 Determine necessity of stop advice,complete,Group 1
case-5714,T10 Determine necessity to stop indication-complete,Resource07,2011/03/01 19:16:31.090,Variant 1,1,Internet,General,,Resource07,task-14668,T10 Determine necessity to stop indication,complete,Group 1
case-5721,Confirmation of receipt-complete,Resource09,2011/03/10 18:42:52.622,Variant 16,16,e-mail,General,,Resource09,task-10670,Confirmation of receipt,complete,EMPTY
case-5721,T02 Check confirmation of receipt-complete,Resource09,2011/03/10 18:43:13.264,Variant 16,16,e-mail,General,,Resource09,task-15693,T02 Check confirmation of receipt,complete,Group 4
case-5721,T03 Adjust confirmation of receipt-complete,Resource09,2011/03/10 18:43:27.281,Variant 16,16,e-mail,General,,Resource09,task-15695,T03 Adjust confirmation of receipt,complete,Group 1
case-5721,T02 Check confirmation of receipt-complete,Resource09,2011/03/10 18:43:46.648,Variant 16,16,e-mail,General,,Resource09,task-15696,T02 Check confirmation of receipt,complete,Group 4
case-5721,T04 Determine confirmation of receipt-complete,Resource09,2011/03/10 18:44:17.616,Variant 16,16,e-mail,General,,Resource09,task-15697,T04 Determine confirmation of receipt,complete,Group 3
case-5721,T05 Print and send confirmation of receipt-complete,Resource09,2011/03/10 18:44:30.725,Variant 16,16,e-mail,General,,Resource09,task-15698,T05 Print and send confirmation of receipt,complete,Group 2
case-5721,T06 Determine necessity of stop advice-complete,Resource09,2011/03/10 18:44:54.788,Variant 16,16,e-mail,General,,Resource09,task-15694,T06 Determine necessity of stop advice,complete,Group 1
case-5721,T10 Determine necessity to stop indication-complete,Resource09,2011/03/10 18:45:27.170,Variant 16,16,e-mail,General,,Resource09,task-15699,T10 Determine necessity to stop indication,complete,Group 1
case-5737,Confirmation of receipt-complete,Resource06,2011/03/11 03:06:48.012,Variant 2,2,Internet,General,,Resource06,task-10799,Confirmation of receipt,complete,EMPTY
case-5737,T06 Determine necessity of stop advice-complete,Resource06,2011/03/11 03:52:50.554,Variant 2,2,Internet,General,,Resource06,task-15871,T06 Determine necessity of stop advice,complete,Group 1
case-5737,T10 Determine necessity to stop indication-complete,Resource06,2011/03/11 03:53:06.918,Variant 2,2,Internet,General,,Resource06,task-15874,T10 Determine necessity to stop indication,complete,Group 1
case-5737,T02 Check confirmation of receipt-complete,Resource10,2011/03/11 19:06:25.650,Variant 2,2,Internet,General,,Resource06,task-15870,T02 Check confirmation of receipt,complete,Group 4
case-5737,T04 Determine confirmation of receipt-complete,Resource10,2011/03/11 19:06:38.077,Variant 2,2,Internet,General,,Resource06,task-15901,T04 Determine confirmation of receipt,complete,Group 3
case-5737,T05 Print and send confirmation of receipt-complete,admin1,2011/03/11 20:02:53.089,Variant 2,2,Internet,General,,Resource06,task-15902,T05 Print and send confirmation of receipt,complete,Group 2
case-5743,Confirmation of receipt-complete,Resource01,2011/02/17 21:00:30.436,Variant 1,1,Internet,General,,Resource11,task-10845,Confirmation of receipt,complete,EMPTY
case-5743,T02 Check confirmation of receipt-complete,Resource01,2011/02/17 21:00:44.323,Variant 1,1,Internet,General,,Resource11,task-12758,T02 Check confirmation of receipt,complete,Group 4
case-5743,T04 Determine confirmation of receipt-complete,Resource01,2011/02/17 21:01:00.905,Variant 1,1,Internet,General,,Resource11,task-12760,T04 Determine confirmation of receipt,complete,Group 3
case-5743,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/17 21:01:12.016,Variant 1,1,Internet,General,,Resource11,task-12762,T05 Print and send confirmation of receipt,complete,Group 2
case-5743,T06 Determine necessity of stop advice-complete,Resource01,2011/02/17 21:01:42.241,Variant 1,1,Internet,General,,Resource11,task-12759,T06 Determine necessity of stop advice,complete,Group 1
case-5743,T10 Determine necessity to stop indication-complete,Resource01,2011/02/17 21:02:04.663,Variant 1,1,Internet,General,,Resource11,task-12763,T10 Determine necessity to stop indication,complete,Group 1
case-5748,Confirmation of receipt-complete,Resource05,2011/02/23 19:33:49.721,Variant 82,82,Desk,General,,Resource05,task-10852,Confirmation of receipt,complete,EMPTY
case-5748,T02 Check confirmation of receipt-complete,Resource05,2011/02/23 19:34:09.992,Variant 82,82,Desk,General,,Resource05,task-13800,T02 Check confirmation of receipt,complete,Group 4
case-5748,T04 Determine confirmation of receipt-complete,Resource05,2011/02/23 19:34:41.492,Variant 82,82,Desk,General,,Resource05,task-13803,T04 Determine confirmation of receipt,complete,Group 3
case-5748,T06 Determine necessity of stop advice-complete,Resource05,2011/02/23 19:37:17.249,Variant 82,82,Desk,General,,Resource05,task-13801,T06 Determine necessity of stop advice,complete,Group 1
case-5748,T07-1 Draft intern advice aspect 1-complete,Resource05,2011/02/23 19:37:58.680,Variant 82,82,Desk,General,,Resource05,task-13811,T07-1 Draft intern advice aspect 1,complete,Group 13
case-5748,T06 Determine necessity of stop advice-complete,Resource05,2011/02/23 19:38:16.373,Variant 82,82,Desk,General,,Resource05,task-13814,T06 Determine necessity of stop advice,complete,Group 1
case-5748,T07-1 Draft intern advice aspect 1-complete,Resource05,2011/02/23 19:39:05.733,Variant 82,82,Desk,General,,Resource05,task-13815,T07-1 Draft intern advice aspect 1,complete,Group 13
case-5748,T06 Determine necessity of stop advice-complete,Resource05,2011/02/23 19:39:20.688,Variant 82,82,Desk,General,,Resource05,task-13816,T06 Determine necessity of stop advice,complete,Group 1
case-5748,T10 Determine necessity to stop indication-complete,Resource05,2011/02/23 19:39:41.643,Variant 82,82,Desk,General,,Resource05,task-13817,T10 Determine necessity to stop indication,complete,Group 1
case-5748,T05 Print and send confirmation of receipt-complete,admin1,2011/02/24 21:05:59.893,Variant 82,82,Desk,General,,Resource05,task-13805,T05 Print and send confirmation of receipt,complete,Group 2
case-5749,Confirmation of receipt-complete,Resource23,2011/02/15 22:54:11.090,Variant 13,13,Internet,General,,Resource23,task-10853,Confirmation of receipt,complete,EMPTY
case-5749,T02 Check confirmation of receipt-complete,Resource23,2011/02/16 22:38:55.940,Variant 13,13,Internet,General,,Resource23,task-12322,T02 Check confirmation of receipt,complete,EMPTY
case-5749,T06 Determine necessity of stop advice-complete,Resource23,2011/02/16 22:52:04.901,Variant 13,13,Internet,General,,Resource23,task-12323,T06 Determine necessity of stop advice,complete,Group 1
case-5749,T04 Determine confirmation of receipt-complete,Resource10,2011/02/16 23:58:18.910,Variant 13,13,Internet,General,,Resource23,task-12549,T04 Determine confirmation of receipt,complete,Group 3
case-5749,T10 Determine necessity to stop indication-complete,Resource23,2011/02/17 00:26:24.365,Variant 13,13,Internet,General,,Resource23,task-12557,T10 Determine necessity to stop indication,complete,Group 1
case-5749,T05 Print and send confirmation of receipt-complete,admin1,2011/02/18 00:10:30.022,Variant 13,13,Internet,General,,Resource23,task-12602,T05 Print and send confirmation of receipt,complete,Group 2
case-5750,Confirmation of receipt-complete,Resource14,2011/02/24 19:33:47.626,Variant 2,2,Internet,General,,Resource14,task-10854,Confirmation of receipt,complete,EMPTY
case-5750,T06 Determine necessity of stop advice-complete,Resource14,2011/02/24 19:37:49.302,Variant 2,2,Internet,General,,Resource14,task-13953,T06 Determine necessity of stop advice,complete,Group 1
case-5750,T10 Determine necessity to stop indication-complete,Resource14,2011/02/24 19:38:30.115,Variant 2,2,Internet,General,,Resource14,task-13957,T10 Determine necessity to stop indication,complete,Group 1
case-5750,T02 Check confirmation of receipt-complete,Resource18,2011/02/24 19:43:13.869,Variant 2,2,Internet,General,,Resource14,task-13952,T02 Check confirmation of receipt,complete,EMPTY
case-5750,T04 Determine confirmation of receipt-complete,Resource18,2011/02/24 19:43:58.366,Variant 2,2,Internet,General,,Resource14,task-13962,T04 Determine confirmation of receipt,complete,EMPTY
case-5750,T05 Print and send confirmation of receipt-complete,admin1,2011/02/24 22:47:34.219,Variant 2,2,Internet,General,,Resource14,task-13963,T05 Print and send confirmation of receipt,complete,Group 2
case-5761,Confirmation of receipt-complete,Resource18,2011/02/11 23:44:32.645,Variant 2,2,Desk,General,,Resource18,task-10981,Confirmation of receipt,complete,EMPTY
case-5761,T06 Determine necessity of stop advice-complete,Resource18,2011/02/11 23:45:15.718,Variant 2,2,Desk,General,,Resource18,task-12015,T06 Determine necessity of stop advice,complete,Group 1
case-5761,T10 Determine necessity to stop indication-complete,Resource18,2011/02/11 23:45:33.317,Variant 2,2,Desk,General,,Resource18,task-12016,T10 Determine necessity to stop indication,complete,Group 1
case-5761,T02 Check confirmation of receipt-complete,Resource18,2011/02/12 00:13:30.857,Variant 2,2,Desk,General,,Resource18,task-12014,T02 Check confirmation of receipt,complete,Group 4
case-5761,T04 Determine confirmation of receipt-complete,Resource18,2011/02/12 00:16:23.241,Variant 2,2,Desk,General,,Resource18,task-12044,T04 Determine confirmation of receipt,complete,Group 3
case-5761,T05 Print and send confirmation of receipt-complete,Resource18,2011/02/12 00:16:34.253,Variant 2,2,Desk,General,,Resource18,task-12051,T05 Print and send confirmation of receipt,complete,Group 2
case-5766,Confirmation of receipt-complete,Resource01,2011/02/17 21:43:42.612,Variant 1,1,Desk,General,,Resource07,task-11004,Confirmation of receipt,complete,EMPTY
case-5766,T02 Check confirmation of receipt-complete,Resource01,2011/02/17 21:43:57.835,Variant 1,1,Desk,General,,Resource07,task-12791,T02 Check confirmation of receipt,complete,Group 4
case-5766,T04 Determine confirmation of receipt-complete,Resource01,2011/02/17 21:44:10.561,Variant 1,1,Desk,General,,Resource07,task-12793,T04 Determine confirmation of receipt,complete,Group 3
case-5766,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/17 21:44:20.053,Variant 1,1,Desk,General,,Resource07,task-12794,T05 Print and send confirmation of receipt,complete,Group 2
case-5766,T06 Determine necessity of stop advice-complete,Resource01,2011/02/17 21:44:30.601,Variant 1,1,Desk,General,,Resource07,task-12792,T06 Determine necessity of stop advice,complete,Group 1
case-5766,T10 Determine necessity to stop indication-complete,Resource01,2011/02/17 21:44:44.909,Variant 1,1,Desk,General,,Resource07,task-12795,T10 Determine necessity to stop indication,complete,Group 1
case-5767,Confirmation of receipt-complete,Resource07,2011/02/10 21:06:34.506,Variant 1,1,Desk,General,,Resource07,task-11005,Confirmation of receipt,complete,EMPTY
case-5767,T02 Check confirmation of receipt-complete,Resource07,2011/02/10 21:06:49.852,Variant 1,1,Desk,General,,Resource07,task-11705,T02 Check confirmation of receipt,complete,Group 4
case-5767,T04 Determine confirmation of receipt-complete,Resource07,2011/02/10 21:07:01.894,Variant 1,1,Desk,General,,Resource07,task-11707,T04 Determine confirmation of receipt,complete,Group 3
case-5767,T05 Print and send confirmation of receipt-complete,Resource07,2011/02/10 21:07:13.399,Variant 1,1,Desk,General,,Resource07,task-11708,T05 Print and send confirmation of receipt,complete,Group 2
case-5767,T06 Determine necessity of stop advice-complete,Resource07,2011/02/28 22:21:28.433,Variant 1,1,Desk,General,,Resource07,task-11706,T06 Determine necessity of stop advice,complete,Group 1
case-5767,T10 Determine necessity to stop indication-complete,Resource07,2011/02/28 22:21:42.130,Variant 1,1,Desk,General,,Resource07,task-14490,T10 Determine necessity to stop indication,complete,Group 1
case-5769,Confirmation of receipt-complete,Resource01,2011/02/18 18:09:45.415,Variant 1,1,Internet,General,,Resource11,task-11042,Confirmation of receipt,complete,EMPTY
case-5769,T02 Check confirmation of receipt-complete,Resource01,2011/02/18 18:13:20.723,Variant 1,1,Internet,General,,Resource11,task-12954,T02 Check confirmation of receipt,complete,Group 4
case-5769,T04 Determine confirmation of receipt-complete,Resource01,2011/02/18 18:13:38.905,Variant 1,1,Internet,General,,Resource11,task-12956,T04 Determine confirmation of receipt,complete,Group 3
case-5769,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/18 18:13:49.279,Variant 1,1,Internet,General,,Resource11,task-12957,T05 Print and send confirmation of receipt,complete,Group 2
case-5769,T06 Determine necessity of stop advice-complete,Resource07,2011/02/28 22:53:40.453,Variant 1,1,Internet,General,,Resource11,task-12955,T06 Determine necessity of stop advice,complete,Group 1
case-5769,T10 Determine necessity to stop indication-complete,Resource07,2011/02/28 22:54:20.212,Variant 1,1,Internet,General,,Resource11,task-14507,T10 Determine necessity to stop indication,complete,Group 1
case-5865,Confirmation of receipt-complete,Resource01,2011/02/18 00:23:19.194,Variant 8,8,Internet,General,,Resource11,task-11244,Confirmation of receipt,complete,EMPTY
case-5865,T02 Check confirmation of receipt-complete,Resource01,2011/02/18 00:23:32.337,Variant 8,8,Internet,General,,Resource11,task-12885,T02 Check confirmation of receipt,complete,Group 4
case-5865,T04 Determine confirmation of receipt-complete,Resource01,2011/02/18 00:23:44.713,Variant 8,8,Internet,General,,Resource11,task-12887,T04 Determine confirmation of receipt,complete,Group 3
case-5865,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/18 00:23:53.838,Variant 8,8,Internet,General,,Resource11,task-12888,T05 Print and send confirmation of receipt,complete,Group 2
case-5865,T06 Determine necessity of stop advice-complete,Resource01,2011/03/01 21:36:22.050,Variant 8,8,Internet,General,,Resource11,task-12886,T06 Determine necessity of stop advice,complete,Group 1
case-5865,T10 Determine necessity to stop indication-complete,Resource01,2011/03/30 22:53:13.440,Variant 8,8,Internet,General,,Resource11,task-14718,T10 Determine necessity to stop indication,complete,EMPTY
case-5865,T11 Create document X request unlicensed-complete,Resource01,2011/03/31 00:12:57.295,Variant 8,8,Internet,General,,Resource11,task-18536,T11 Create document X request unlicensed,complete,Group 1
case-5865,T12 Check document X request unlicensed-complete,Resource07,2011/03/31 19:18:27.121,Variant 8,8,Internet,General,,Resource11,task-18540,T12 Check document X request unlicensed,complete,EMPTY
case-5865,T14 Determine document X request unlicensed-complete,Resource19,2011/03/31 22:31:43.007,Variant 8,8,Internet,General,,Resource11,task-18608,T14 Determine document X request unlicensed,complete,EMPTY
case-5865,T15 Print document X request unlicensed-complete,Resource01,2011/04/01 17:42:16.646,Variant 8,8,Internet,General,,Resource11,task-18687,T15 Print document X request unlicensed,complete,Group 2
case-5870,Confirmation of receipt-complete,Resource01,2011/02/18 00:08:53.884,Variant 1,1,Internet,General,,Resource07,task-11268,Confirmation of receipt,complete,EMPTY
case-5870,T02 Check confirmation of receipt-complete,Resource01,2011/02/18 00:09:11.716,Variant 1,1,Internet,General,,Resource07,task-12853,T02 Check confirmation of receipt,complete,Group 4
case-5870,T04 Determine confirmation of receipt-complete,Resource01,2011/02/18 00:09:30.127,Variant 1,1,Internet,General,,Resource07,task-12855,T04 Determine confirmation of receipt,complete,Group 3
case-5870,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/18 00:09:41.700,Variant 1,1,Internet,General,,Resource07,task-12856,T05 Print and send confirmation of receipt,complete,Group 2
case-5870,T06 Determine necessity of stop advice-complete,Resource01,2011/02/18 00:09:53.380,Variant 1,1,Internet,General,,Resource07,task-12854,T06 Determine necessity of stop advice,complete,Group 1
case-5870,T10 Determine necessity to stop indication-complete,Resource01,2011/02/18 00:10:06.205,Variant 1,1,Internet,General,,Resource07,task-12857,T10 Determine necessity to stop indication,complete,Group 1
case-5874,Confirmation of receipt-complete,Resource08,2011/02/12 00:09:11.760,Variant 1,1,Internet,General,,Resource08,task-11295,Confirmation of receipt,complete,EMPTY
case-5874,T02 Check confirmation of receipt-complete,Resource08,2011/02/12 00:17:23.406,Variant 1,1,Internet,General,,Resource08,task-12035,T02 Check confirmation of receipt,complete,Group 4
case-5874,T04 Determine confirmation of receipt-complete,Resource10,2011/02/14 20:58:26.238,Variant 1,1,Internet,General,,Resource08,task-12055,T04 Determine confirmation of receipt,complete,Group 3
case-5874,T05 Print and send confirmation of receipt-complete,admin1,2011/02/15 20:21:32.907,Variant 1,1,Internet,General,,Resource08,task-12157,T05 Print and send confirmation of receipt,complete,Group 2
case-5874,T06 Determine necessity of stop advice-complete,Resource08,2011/02/17 22:22:13.249,Variant 1,1,Internet,General,,Resource08,task-12036,T06 Determine necessity of stop advice,complete,Group 1
case-5874,T10 Determine necessity to stop indication-complete,Resource08,2011/02/17 22:29:46.472,Variant 1,1,Internet,General,,Resource08,task-12813,T10 Determine necessity to stop indication,complete,Group 1
case-5875,Confirmation of receipt-complete,Resource01,2011/02/17 23:55:55.319,Variant 1,1,Internet,General,,Resource07,task-11301,Confirmation of receipt,complete,EMPTY
case-5875,T02 Check confirmation of receipt-complete,Resource01,2011/02/17 23:56:09.900,Variant 1,1,Internet,General,,Resource07,task-12833,T02 Check confirmation of receipt,complete,Group 4
case-5875,T04 Determine confirmation of receipt-complete,Resource01,2011/02/17 23:56:21.947,Variant 1,1,Internet,General,,Resource07,task-12835,T04 Determine confirmation of receipt,complete,Group 3
case-5875,T05 Print and send confirmation of receipt-complete,Resource01,2011/02/17 23:56:37.296,Variant 1,1,Internet,General,,Resource07,task-12836,T05 Print and send confirmation of receipt,complete,Group 2
case-5875,T06 Determine necessity of stop advice-complete,Resource01,2011/02/17 23:56:57.561,Variant 1,1,Internet,General,,Resource07,task-12834,T06 Determine necessity of stop advice,complete,Group 1
case-5875,T10 Determine necessity to stop indication-complete,Resource01,2011/02/17 23:57:15.654,Variant 1,1,Internet,General,,Resource07,task-12837,T10 Determine necessity to stop indication,complete,Group 1
case-5877,Confirmation of receipt-complete,Resource09,2011/03/14 17:14:49.727,Variant 1,1,Internet,General,,Resource37,task-11307,Confirmation of receipt,complete,EMPTY
case-5877,T02 Check confirmation of receipt-complete,Resource09,2011/03/14 17:15:26.593,Variant 1,1,Internet,General,,Resource37,task-15979,T02 Check confirmation of receipt,complete,Group 4
case-5877,T04 Determine confirmation of receipt-complete,Resource09,2011/03/14 17:15:47.584,Variant 1,1,Internet,General,,Resource37,task-15981,T04 Determine confirmation of receipt,complete,Group 3
case-5877,T05 Print and send confirmation of receipt-complete,Resource09,2011/03/14 17:16:02.726,Variant 1,1,Internet,General,,Resource37,task-15982,T05 Print and send confirmation of receipt,complete,Group 2
case-5877,T06 Determine necessity of stop advice-complete,Resource09,2011/03/14 17:16:49.373,Variant 1,1,Internet,General,,Resource37,task-15980,T06 Determine necessity of stop advice,complete,Group 1
case-5877,T10 Determine necessity to stop indication-complete,Resource09,2011/03/14 17:17:59.434,Variant 1,1,Internet,General,,Resource37,task-15983,T10 Determine necessity to stop indication,complete,Group 1
case-5878,Confirmation of receipt-complete,Resource17,2011/02/14 18:49:45.134,Variant 9,9,Internet,General,,Resource17,task-11308,Confirmation of receipt,complete,EMPTY
case-5878,T06 Determine necessity of stop advice-complete,Resource17,2011/02/14 18:50:40.423,Variant 9,9,Internet,General,,Resource17,task-12132,T06 Determine necessity of stop advice,complete,Group 1
case-5878,T02 Check confirmation of receipt-complete,Resource17,2011/02/14 18:50:54.090,Variant 9,9,Internet,General,,Resource17,task-12131,T02 Check confirmation of receipt,complete,EMPTY
case-5878,T10 Determine necessity to stop indication-complete,Resource17,2011/02/14 18:51:10.694,Variant 9,9,Internet,General,,Resource17,task-12133,T10 Determine necessity to stop indication,complete,Group 1
case-5878,T04 Determine confirmation of receipt-complete,Resource10,2011/02/14 21:19:09.483,Variant 9,9,Internet,General,,Resource17,task-12134,T04 Determine confirmation of receipt,complete,Group 3
case-5878,T05 Print and send confirmation of receipt-complete,admin1,2011/02/15 20:22:12.128,Variant 9,9,Internet,General,,Resource17,task-12173,T05 Print and send confirmation of receipt,complete,Group 2
case-5879,Confirmation of receipt-complete,Resource02,2011/02/24 00:14:53.768,Variant 4,4,Desk,General,,Resource02,task-11309,Confirmation of receipt,complete,EMPTY
case-5879,T02 Check confirmation of receipt-complete,Resource02,2011/02/24 00:15:32.188,Variant 4,4,Desk,General,,Resource02,task-13886,T02 Check confirmation of receipt,complete,Group 4
case-5879,T06 Determine necessity of stop advice-complete,Resource02,2011/02/24 01:43:34.117,Variant 4,4,Desk,General,,Resource02,task-13887,T06 Determine necessity of stop advice,complete,Group 1
case-5879,T10 Determine necessity to stop indication-complete,Resource02,2011/02/24 01:43:54.838,Variant 4,4,Desk,General,,Resource02,task-13897,T10 Determine necessity to stop indication,complete,Group 1
case-5879,T04 Determine confirmation of receipt-complete,Resource19,2011/02/28 17:42:16.545,Variant 4,4,Desk,General,,Resource02,task-13888,T04 Determine confirmation of receipt,complete,EMPTY
case-5879,T05 Print and send confirmation of receipt-complete,admin1,2011/03/01 18:45:27.703,Variant 4,4,Desk,General,,Resource02,task-14333,T05 Print and send confirmation of receipt,complete,Group 2
case-5895,Confirmation of receipt-complete,Resource04,2011/03/01 20:40:39.151,Variant 1,1,Internet,General,,Resource04,task-11342,Confirmation of receipt,complete,EMPTY
