Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,oranization country,org:group,org:role,organization country,organization involved,product,resource country
1-698077265,Completed-Closed,Ewa,2012/03/16 00:37:07.000,Variant 1,1,Completed,High,Closed,us,Org line G3,,,,PROD98,POLAND
1-698216063,Accepted-In Progress,Gitt,2012/03/16 16:32:20.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line C,E_2,,,PROD327,Sweden
1-698216063,Queued-Awaiting Assignment,Gitt,2012/03/16 16:34:29.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line C,E_2,,,PROD327,Sweden
1-698346154,Accepted-In Progress,Mohsin,2012/03/16 16:49:14.000,Variant 6,6,Accepted,Medium,In Progress,in,Org line C,E_5,,,PROD327,INDIA
1-698346154,Accepted-Wait,Mohsin,2012/03/16 16:53:10.000,Variant 6,6,Accepted,Medium,Wait,in,Org line C,E_5,,,PROD327,INDIA
1-698346154,Completed-Closed,Mohsin,2012/03/16 19:56:17.000,Variant 6,6,Completed,Medium,Closed,in,Org line C,E_5,,,PROD327,INDIA
1-698524631,Accepted-In Progress,Kymaria,2012/03/16 21:27:31.000,Variant 1,1,Accepted,Medium,In Progress,us,Org line C,V3_3,,,PROD209,USA
1-698524631,Completed-Closed,Kymaria,2012/03/24 01:42:08.000,Variant 1,1,Completed,Medium,Closed,us,Org line C,V3_3,,,PROD209,USA
1-698842669,Accepted-In Progress,Amar,2012/03/18 17:12:51.000,Variant 124,124,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,INDIA
1-698842669,Accepted-In Progress,Amar,2012/03/18 17:14:01.000,Variant 124,124,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,INDIA
1-698842669,Completed-Closed,Amar,2012/03/18 17:14:24.000,Variant 124,124,Completed,Medium,Closed,se,Org line C,C_3,,,PROD325,INDIA
1-698842669,Accepted-In Progress,Amar,2012/03/18 17:14:54.000,Variant 124,124,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,INDIA
1-698842669,Completed-Closed,Amar,2012/04/18 19:24:24.000,Variant 124,124,Completed,Medium,Closed,se,Org line C,C_3,,,PROD325,INDIA
1-698998499,Accepted-In Progress,Rakesh,2012/03/19 16:27:01.000,Variant 125,125,Accepted,Medium,In Progress,se,Org line C,E_10,,,PROD631,Sweden
1-698998499,Queued-Awaiting Assignment,Rakesh,2012/03/20 18:51:53.000,Variant 125,125,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD631,Sweden
1-698998499,Queued-Awaiting Assignment,Praveen,2012/03/20 19:17:51.000,Variant 125,125,Queued,Medium,Awaiting Assignment,se,Org line C,E_10,,,PROD631,Sweden
1-698998499,Queued-Awaiting Assignment,Martin,2012/03/20 19:24:06.000,Variant 125,125,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD631,Sweden
1-698998499,Accepted-In Progress,Martin,2012/03/20 19:35:50.000,Variant 125,125,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD631,Sweden
1-698998499,Accepted-Wait,Martin,2012/03/28 20:52:47.000,Variant 125,125,Accepted,Medium,Wait,se,Org line C,C_6,,,PROD631,Sweden
1-698998499,Completed-Closed,Martin,2012/04/11 20:05:03.000,Variant 125,125,Completed,Medium,Closed,se,Org line C,C_6,,,PROD631,Sweden
1-699010040,Accepted-In Progress,Christer,2012/03/19 16:22:37.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,C_6,,,PROD805,Sweden
1-699010040,Completed-Closed,Christer,2012/05/23 16:55:42.000,Variant 1,1,Completed,Major,Closed,se,Org line C,C_6,,,PROD805,Sweden
1-699103215,Queued-Awaiting Assignment,Stefan,2012/04/04 21:15:56.000,Variant 126,126,Queued,Medium,Awaiting Assignment,in,Org line C,,,,PROD473,Sweden
1-699103215,Accepted-In Progress,Stefan,2012/04/05 23:46:00.000,Variant 126,126,Accepted,Medium,In Progress,in,Org line C,E_7,,,PROD473,Sweden
1-699103215,Accepted-In Progress,Stefan,2012/04/05 23:46:11.000,Variant 126,126,Accepted,Medium,In Progress,in,Org line C,E_7,,,PROD473,Sweden
1-699103215,Completed-Closed,Stefan,2012/04/05 23:47:48.000,Variant 126,126,Completed,Medium,Closed,in,Org line C,E_7,,,PROD473,Sweden
1-699661601,Queued-Awaiting Assignment,Mohsin,2012/03/30 15:55:19.000,Variant 13,13,Queued,Medium,Awaiting Assignment,in,Org line C,E_5,,,PROD327,INDIA
1-699661601,Accepted-In Progress,Mohsin,2012/04/02 16:11:03.000,Variant 13,13,Accepted,Medium,In Progress,in,Org line C,E_5,,,PROD327,INDIA
1-699661601,Completed-Closed,Mohsin,2012/04/02 16:12:02.000,Variant 13,13,Completed,Medium,Closed,in,Org line C,E_5,,,PROD327,INDIA
1-700362905,Accepted-In Progress,Mikael,2012/03/21 18:06:24.000,Variant 1,1,Accepted,Major,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-700362905,Completed-Closed,Mikael,2012/03/24 00:21:13.000,Variant 1,1,Completed,Major,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-700498223,Queued-Awaiting Assignment,Srinivasan,2012/03/30 18:06:50.000,Variant 127,127,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Accepted-In Progress,Rijin,2012/03/30 18:10:35.000,Variant 127,127,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Queued-Awaiting Assignment,Srinivasan,2012/04/16 23:30:31.000,Variant 127,127,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Accepted-In Progress,Rijin,2012/04/16 23:46:31.000,Variant 127,127,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Queued-Awaiting Assignment,Srinivasan,2012/04/20 15:03:26.000,Variant 127,127,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Accepted-In Progress,Rijin,2012/04/20 16:00:46.000,Variant 127,127,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Accepted-Wait,Rijin,2012/04/20 17:05:03.000,Variant 127,127,Accepted,Medium,Wait,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Accepted-In Progress,Rijin,2012/04/25 21:38:30.000,Variant 127,127,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-700498223,Completed-Closed,Rijin,2012/04/25 21:54:28.000,Variant 127,127,Completed,Medium,Closed,in,Org line B,E_10,,,PROD424,INDIA
1-701429911,Accepted-In Progress,Krzysztof,2012/03/23 11:02:26.000,Variant 128,128,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD756,POLAND
1-701429911,Accepted-Assigned,Krzysztof,2012/03/23 11:05:55.000,Variant 128,128,Accepted,Medium,Assigned,pl,Org line A2,A2_1,,,PROD756,POLAND
1-701429911,Accepted-In Progress,Krzysztof,2012/03/26 19:38:36.000,Variant 128,128,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD756,POLAND
1-701429911,Accepted-Wait,Krzysztof,2012/03/28 18:23:39.000,Variant 128,128,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD756,POLAND
1-701429911,Completed-Closed,Krzysztof,2012/04/10 15:50:05.000,Variant 128,128,Completed,Medium,Closed,pl,Org line A2,A2_1,,,PROD756,POLAND
1-702304430,Accepted-In Progress,Christer,2012/03/26 15:57:30.000,Variant 1,1,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-702304430,Completed-Closed,Christer,2012/05/09 22:34:19.000,Variant 1,1,Completed,High,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-702482271,Queued-Awaiting Assignment,Vesa,2012/03/26 20:37:13.000,Variant 9,9,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD805,Sweden
1-703190797,Accepted-In Progress,Jonas,2012/03/29 16:02:18.000,Variant 7,7,Accepted,Medium,In Progress,se,Org line C,V3_2,,,PROD815,Sweden
1-703190797,Queued-Awaiting Assignment,Vinodhkumar,2012/03/29 16:02:48.000,Variant 7,7,Queued,Medium,Awaiting Assignment,se,Org line C,E_5,,,PROD815,INDIA
1-703190797,Accepted-In Progress,Jörgen,2012/03/29 17:46:21.000,Variant 7,7,Accepted,Medium,In Progress,se,Org line C,E_4,,,PROD815,Sweden
1-703383433,Accepted-In Progress,Britt,2012/03/27 22:03:01.000,Variant 14,14,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-703383433,Accepted-In Progress,Britt,2012/05/11 04:03:08.000,Variant 14,14,Accepted,Medium,In Progress,se,Org line A2,A2_1,,,PROD350,Sweden
1-703383433,Completed-Closed,Britt,2012/05/11 04:04:17.000,Variant 14,14,Completed,Medium,Closed,se,Org line A2,A2_1,,,PROD350,Sweden
1-703399394,Accepted-In Progress,John,2012/03/27 22:12:29.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-703399394,Queued-Awaiting Assignment,John,2012/03/27 22:18:11.000,Variant 15,15,Queued,Medium,Awaiting Assignment,se,Org line C,C_6,,,PROD660,Sweden
1-703399394,Accepted-In Progress,John,2012/03/28 21:14:49.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_6,,,PROD660,Sweden
1-703399394,Completed-Closed,John,2012/03/28 21:14:54.000,Variant 15,15,Completed,Medium,Closed,se,Org line C,C_6,,,PROD660,Sweden
1-703540157,Queued-Awaiting Assignment,Srinivasan,2012/03/28 02:23:26.000,Variant 129,129,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Accepted-In Progress,Rijin,2012/03/30 18:09:42.000,Variant 129,129,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Queued-Awaiting Assignment,Praveen,2012/05/09 12:09:41.000,Variant 129,129,Queued,Medium,Awaiting Assignment,in,Org line C,E_10,,,PROD671,Sweden
1-703540157,Accepted-In Progress,Umar Farooque,2012/05/09 12:30:00.000,Variant 129,129,Accepted,Medium,In Progress,in,Org line C,E_10,,,PROD671,Sweden
1-703540157,Queued-Awaiting Assignment,Srinivasan,2012/05/09 20:39:11.000,Variant 129,129,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Accepted-In Progress,Rijin,2012/05/10 09:32:47.000,Variant 129,129,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Accepted-Wait,Rijin,2012/05/10 09:33:05.000,Variant 129,129,Accepted,Medium,Wait,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Queued-Awaiting Assignment,Srinivasan,2012/05/10 13:22:45.000,Variant 129,129,Queued,Medium,Awaiting Assignment,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Accepted-In Progress,Rijin,2012/05/16 05:58:03.000,Variant 129,129,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD671,INDIA
1-703540157,Completed-Closed,Rijin,2012/05/25 23:36:31.000,Variant 129,129,Completed,Medium,Closed,in,Org line B,E_10,,,PROD671,INDIA
1-704229584,Accepted-In Progress,Jörgen,2012/03/28 23:06:47.000,Variant 1,1,Accepted,Medium,In Progress,be,Org line C,E_1,,,PROD745,Sweden
1-704229584,Completed-Closed,Jörgen,2012/05/09 14:56:41.000,Variant 1,1,Completed,Medium,Closed,be,Org line C,E_1,,,PROD745,Sweden
1-704650867,Accepted-In Progress,Praveen,2012/03/29 14:29:34.000,Variant 130,130,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-704650867,Queued-Awaiting Assignment,Praveen,2012/03/29 14:38:26.000,Variant 130,130,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-704650867,Accepted-In Progress,Partha,2012/03/29 15:36:58.000,Variant 130,130,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-704650867,Queued-Awaiting Assignment,Martin,2012/03/29 15:38:10.000,Variant 130,130,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-704650867,Accepted-In Progress,Pascal,2012/03/29 19:36:59.000,Variant 130,130,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-704650867,Accepted-Wait,Pascal,2012/04/20 21:46:23.000,Variant 130,130,Accepted,High,Wait,se,Org line C,C_6,,,PROD802,Sweden
1-704650867,Completed-Closed,Pascal,2012/05/04 20:51:55.000,Variant 130,130,Completed,High,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-704703712,Accepted-In Progress,Peter,2012/03/29 17:00:19.000,Variant 5,5,Accepted,High,In Progress,be,Org line C,E_1,,,PROD597,Belgium
1-704703712,Queued-Awaiting Assignment,Peter,2012/03/29 17:09:15.000,Variant 5,5,Queued,High,Awaiting Assignment,be,Org line C,E_1,,,PROD597,Belgium
1-704977245,Accepted-In Progress,Praveen,2012/03/29 22:39:14.000,Variant 48,48,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-704977245,Queued-Awaiting Assignment,Praveen,2012/03/29 22:49:03.000,Variant 48,48,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-704977245,Queued-Awaiting Assignment,Martin,2012/03/29 23:05:00.000,Variant 48,48,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-704977245,Queued-Awaiting Assignment,Martin,2012/04/25 23:57:01.000,Variant 48,48,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-705847575,Accepted-In Progress,Pascal,2012/03/30 20:30:47.000,Variant 1,1,Accepted,Low,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-705847575,Completed-Closed,Pascal,2012/03/30 20:37:12.000,Variant 1,1,Completed,Low,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-706866666,Accepted-In Progress,Ann-Charlotte,2012/04/02 17:41:55.000,Variant 1,1,Accepted,Low,In Progress,se,Org line A2,A2_3,,,PROD551,Sweden
1-706866666,Completed-Closed,Ann-Charlotte,2012/04/11 16:26:26.000,Variant 1,1,Completed,Low,Closed,se,Org line A2,A2_3,,,PROD551,Sweden
1-706988783,Accepted-In Progress,Håkan,2012/04/02 21:07:28.000,Variant 1,1,Accepted,High,In Progress,se,Org line G4,,,,PROD397,Sweden
1-706988783,Completed-Closed,Håkan,2012/05/09 19:51:26.000,Variant 1,1,Completed,High,Closed,se,Org line G4,,,,PROD397,Sweden
1-707300171,Accepted-In Progress,Robert,2012/04/03 01:18:47.000,Variant 131,131,Accepted,Low,In Progress,in,Org line C,E_4,,,PROD802,USA
1-707300171,Accepted-In Progress,Robert,2012/04/03 01:19:30.000,Variant 131,131,Accepted,Low,In Progress,in,Org line C,E_4,,,PROD802,USA
1-707300171,Queued-Awaiting Assignment,Robert,2012/04/03 19:41:51.000,Variant 131,131,Queued,Low,Awaiting Assignment,in,Org line C,E_4,,,PROD802,USA
1-707300171,Queued-Awaiting Assignment,Prasad,2012/04/04 23:03:53.000,Variant 131,131,Queued,Low,Awaiting Assignment,in,Org line C,E_10,,,PROD802,Sweden
1-707300171,Queued-Awaiting Assignment,Robert,2012/04/10 19:43:12.000,Variant 131,131,Queued,Low,Awaiting Assignment,in,Org line C,E_4,,,PROD802,USA
1-707300171,Accepted-Assigned,Hineesh,2012/04/16 18:50:45.000,Variant 131,131,Accepted,Low,Assigned,in,Org line C,E_4,,,PROD802,INDIA
1-707300171,Queued-Awaiting Assignment,Prasad,2012/04/18 05:37:25.000,Variant 131,131,Queued,Low,Awaiting Assignment,in,Org line C,E_10,,,PROD802,Sweden
1-707300171,Accepted-In Progress,Jitender,2012/04/18 14:32:42.000,Variant 131,131,Accepted,Low,In Progress,in,Org line C,E_10,,,PROD802,Sweden
1-707300171,Accepted-In Progress,Jitender,2012/05/17 22:45:11.000,Variant 131,131,Accepted,Low,In Progress,in,Org line C,E_10,,,PROD802,Sweden
1-707300171,Accepted-Wait,Jitender,2012/05/17 23:01:19.000,Variant 131,131,Accepted,Low,Wait,in,Org line C,E_10,,,PROD802,Sweden
1-707300171,Completed-Closed,Jitender,2012/05/22 17:32:42.000,Variant 131,131,Completed,Low,Closed,in,Org line C,E_10,,,PROD802,Sweden
1-707623601,Accepted-In Progress,Mohsin,2012/04/03 16:10:52.000,Variant 6,6,Accepted,Medium,In Progress,in,Org line C,E_5,,,PROD327,INDIA
1-707623601,Accepted-Wait,Mohsin,2012/04/03 17:01:40.000,Variant 6,6,Accepted,Medium,Wait,in,Org line C,E_5,,,PROD327,INDIA
1-707623601,Completed-Closed,Mohsin,2012/04/03 18:17:36.000,Variant 6,6,Completed,Medium,Closed,in,Org line C,E_5,,,PROD327,INDIA
1-707693471,Accepted-In Progress,Aneesh V,2012/04/03 18:14:09.000,Variant 1,1,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD424,INDIA
1-707693471,Completed-Closed,Aneesh V,2012/04/10 03:28:59.000,Variant 1,1,Completed,Medium,Closed,in,Org line B,E_10,,,PROD424,INDIA
1-707704098,Accepted-In Progress,Rickard,2012/04/03 18:24:46.000,Variant 1,1,Accepted,Low,In Progress,se,Org line G4,,,,PROD374,Sweden
1-707704098,Completed-Closed,Rickard,2012/05/04 19:46:53.000,Variant 1,1,Completed,Low,Closed,se,Org line G4,,,,PROD374,Sweden
1-708716045,Accepted-In Progress,Rickard,2012/04/04 19:02:46.000,Variant 1,1,Accepted,Medium,In Progress,se,Org line G4,,,,PROD374,Sweden
1-708716045,Completed-Closed,Rickard,2012/04/18 15:08:02.000,Variant 1,1,Completed,Medium,Closed,se,Org line G4,,,,PROD374,Sweden
1-709552565,Accepted-In Progress,Praveen,2012/04/05 19:13:51.000,Variant 44,44,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-709552565,Queued-Awaiting Assignment,Praveen,2012/04/05 19:37:38.000,Variant 44,44,Queued,High,Awaiting Assignment,se,Org line C,E_10,,,PROD802,Sweden
1-709552565,Accepted-In Progress,Pankaj,2012/04/05 19:41:57.000,Variant 44,44,Accepted,High,In Progress,se,Org line C,E_10,,,PROD802,Sweden
1-709552565,Queued-Awaiting Assignment,Martin,2012/04/17 23:23:51.000,Variant 44,44,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-710109531,Accepted-In Progress,Anna,2012/04/06 18:11:21.000,Variant 1,1,Accepted,Medium,In Progress,fr,Org line A2,A2_2,,,PROD200,POLAND
1-710109531,Completed-Closed,Anna,2012/04/06 20:26:37.000,Variant 1,1,Completed,Medium,Closed,fr,Org line A2,A2_2,,,PROD200,POLAND
1-710114300,Accepted-In Progress,Praveen,2012/04/06 17:34:34.000,Variant 132,132,Accepted,High,In Progress,fr,Org line C,E_10,,,PROD802,Sweden
1-710114300,Queued-Awaiting Assignment,Praveen,2012/04/06 17:45:33.000,Variant 132,132,Queued,High,Awaiting Assignment,fr,Org line C,E_10,,,PROD802,Sweden
1-710114300,Accepted-In Progress,Pankaj,2012/04/06 18:10:47.000,Variant 132,132,Accepted,High,In Progress,fr,Org line C,E_10,,,PROD802,Sweden
1-710114300,Accepted-Assigned,Raja,2012/04/06 18:11:37.000,Variant 132,132,Accepted,High,Assigned,fr,Org line C,E_10,,,PROD802,Sweden
1-710114300,Queued-Awaiting Assignment,Martin,2012/04/06 19:54:31.000,Variant 132,132,Queued,High,Awaiting Assignment,fr,Org line C,C_6,,,PROD802,Sweden
1-710114300,Accepted-In Progress,Aurelien,2012/04/10 22:54:26.000,Variant 132,132,Accepted,High,In Progress,fr,Org line C,C_6,,,PROD802,France
1-710114300,Queued-Awaiting Assignment,Bruno,2012/04/10 23:05:50.000,Variant 132,132,Queued,High,Awaiting Assignment,fr,Org line C,E_6,,,PROD802,France
1-710114300,Accepted-In Progress,Bruno,2012/04/16 17:18:09.000,Variant 132,132,Accepted,High,In Progress,fr,Org line C,E_6,,,PROD802,France
1-712856449,Accepted-In Progress,Inger,2012/04/09 14:37:33.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,Sweden
1-712856449,Queued-Awaiting Assignment,Inger,2012/04/09 14:39:47.000,Variant 15,15,Queued,Medium,Awaiting Assignment,se,Org line C,C_3,,,PROD325,Sweden
1-712856449,Accepted-In Progress,Amar,2012/04/09 15:02:57.000,Variant 15,15,Accepted,Medium,In Progress,se,Org line C,C_3,,,PROD325,INDIA
1-712856449,Completed-Closed,Amar,2012/04/16 17:59:43.000,Variant 15,15,Completed,Medium,Closed,se,Org line C,C_3,,,PROD325,INDIA
1-713106267,Accepted-In Progress,Thiago,2012/04/10 08:03:09.000,Variant 14,14,Accepted,Major,In Progress,br,Org line B,E_6,,,PROD436,Brazil
1-713106267,Accepted-In Progress,Thiago,2012/05/16 05:33:02.000,Variant 14,14,Accepted,Major,In Progress,br,Org line B,E_6,,,PROD436,Brazil
1-713106267,Completed-Closed,Thiago,2012/05/16 05:46:34.000,Variant 14,14,Completed,Major,Closed,br,Org line B,E_6,,,PROD436,Brazil
1-715638561,Accepted-In Progress,Martin,2012/04/10 19:37:14.000,Variant 15,15,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-715638561,Queued-Awaiting Assignment,Martin,2012/04/10 19:44:34.000,Variant 15,15,Queued,High,Awaiting Assignment,se,Org line C,C_6,,,PROD802,Sweden
1-715638561,Accepted-In Progress,Pascal,2012/04/10 20:09:18.000,Variant 15,15,Accepted,High,In Progress,se,Org line C,C_6,,,PROD802,Sweden
1-715638561,Completed-Closed,Pascal,2012/04/10 20:41:51.000,Variant 15,15,Completed,High,Closed,se,Org line C,C_6,,,PROD802,Sweden
1-716154984,Queued-Awaiting Assignment,Rakesh,2012/04/11 14:38:08.000,Variant 13,13,Queued,High,Awaiting Assignment,in,Org line C,E_10,,,PROD791,Sweden
1-716154984,Accepted-In Progress,Tarun,2012/04/11 14:40:27.000,Variant 13,13,Accepted,High,In Progress,in,Org line C,E_10,,,PROD791,Sweden
1-716154984,Completed-Closed,Tarun,2012/04/24 15:07:44.000,Variant 13,13,Completed,High,Closed,in,Org line C,E_10,,,PROD791,Sweden
1-717222893,Accepted-In Progress,Gitt,2012/04/12 21:35:00.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line C,E_2,,,PROD327,Sweden
1-717222893,Queued-Awaiting Assignment,Gitt,2012/04/12 21:40:06.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line C,E_2,,,PROD327,Sweden
1-717275094,Accepted-In Progress,Gitt,2012/04/12 22:12:45.000,Variant 5,5,Accepted,Medium,In Progress,se,Org line C,E_2,,,PROD327,Sweden
1-717275094,Queued-Awaiting Assignment,Gitt,2012/04/12 22:17:17.000,Variant 5,5,Queued,Medium,Awaiting Assignment,se,Org line C,E_2,,,PROD327,Sweden
1-718132104,Accepted-In Progress,Murali,2012/04/13 23:58:57.000,Variant 1,1,Accepted,Medium,In Progress,in,Org line B,E_10,,,PROD209,INDIA
1-718132104,Completed-Closed,Murali,2012/04/19 18:58:02.000,Variant 1,1,Completed,Medium,Closed,in,Org line B,E_10,,,PROD209,INDIA
1-719199254,Accepted-In Progress,Harshavardhan,2012/04/16 19:57:54.000,Variant 133,133,Accepted,Medium,In Progress,se,Org line G4,,,,PROD319,Sweden
1-719199254,Accepted-In Progress,Harshavardhan,2012/04/20 22:05:40.000,Variant 133,133,Accepted,Medium,In Progress,se,Org line G4,,,,PROD319,Sweden
1-719199254,Completed-Closed,Harshavardhan,2012/04/20 22:06:14.000,Variant 133,133,Completed,Medium,Closed,se,Org line G4,,,,PROD319,Sweden
1-719199254,Accepted-In Progress,Harshavardhan,2012/05/16 23:30:33.000,Variant 133,133,Accepted,Medium,In Progress,se,Org line G4,,,,PROD319,Sweden
1-719199254,Completed-Closed,Harshavardhan,2012/05/16 23:32:44.000,Variant 133,133,Completed,Medium,Closed,se,Org line G4,,,,PROD319,Sweden
1-719199254,Accepted-In Progress,Harshavardhan,2012/05/16 23:32:48.000,Variant 133,133,Accepted,Medium,In Progress,se,Org line G4,,,,PROD319,Sweden
1-719199254,Completed-Closed,Harshavardhan,2012/05/16 23:32:55.000,Variant 133,133,Completed,Medium,Closed,se,Org line G4,,,,PROD319,Sweden
1-719199254,Accepted-In Progress,Harshavardhan,2012/05/17 19:33:38.000,Variant 133,133,Accepted,Medium,In Progress,se,Org line G4,,,,PROD319,Sweden
1-719199254,Completed-Closed,Harshavardhan,2012/05/17 19:34:01.000,Variant 133,133,Completed,Medium,Closed,se,Org line G4,,,,PROD319,Sweden
1-719999163,Accepted-In Progress,Murali,2012/04/17 13:46:35.000,Variant 1,1,Accepted,High,In Progress,in,Org line B,E_10,,,PROD209,INDIA
1-719999163,Completed-Closed,Murali,2012/05/16 11:48:11.000,Variant 1,1,Completed,High,Closed,in,Org line B,E_10,,,PROD209,INDIA
1-720069371,Accepted-In Progress,Krzysztof,2012/04/17 16:12:34.000,Variant 134,134,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Accepted-Wait,Krzysztof,2012/04/17 19:57:02.000,Variant 134,134,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Accepted-In Progress,Krzysztof,2012/04/17 21:41:01.000,Variant 134,134,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Accepted-Wait,Krzysztof,2012/04/17 23:23:39.000,Variant 134,134,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Accepted-In Progress,Krzysztof,2012/04/19 16:11:58.000,Variant 134,134,Accepted,Medium,In Progress,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Accepted-Wait,Krzysztof,2012/04/19 19:50:15.000,Variant 134,134,Accepted,Medium,Wait,pl,Org line A2,A2_1,,,PROD761,POLAND
1-720069371,Completed-Closed,Krzysztof,2012/05/14 15:55:22.000,Variant 134,134,Completed,Medium,Closed,pl,Org line A2,A2_1,,,PROD761,POLAND
1-722674364,Accepted-In Progress,Praveen,2012/04/19 03:54:43.000,Variant 135,135,Accepted,High,In Progress,pl,Org line C,E_10,,,PROD802,Sweden
1-722674364,Queued-Awaiting Assignment,Praveen,2012/04/19 04:00:28.000,Variant 135,135,Queued,High,Awaiting Assignment,pl,Org line C,E_10,,,PROD802,Sweden
1-722674364,Queued-Awaiting Assignment,Prasad,2012/04/19 05:45:24.000,Variant 135,135,Queued,High,Awaiting Assignment,pl,Org line C,E_10,,,PROD802,Sweden
1-722674364,Queued-Awaiting Assignment,Praveen,2012/04/19 14:51:30.000,Variant 135,135,Queued,High,Awaiting Assignment,pl,Org line C,E_10,,,PROD802,Sweden
1-722674364,Accepted-In Progress,Arun,2012/04/25 23:54:42.000,Variant 135,135,Accepted,High,In Progress,pl,Org line C,E_10,,,PROD802,Sweden
1-722674364,Queued-Awaiting Assignment,Martin,2012/04/25 23:58:49.000,Variant 135,135,Queued,High,Awaiting Assignment,pl,Org line C,C_6,,,PROD802,Sweden
1-722674364,Accepted-Assigned,Stephen,2012/05/07 20:13:40.000,Variant 135,135,Accepted,High,Assigned,pl,Org line C,C_6,,,PROD802,USA
1-722674364,Queued-Awaiting Assignment,Krzysztof,2012/05/07 20:45:40.000,Variant 135,135,Queued,High,Awaiting Assignment,pl,Org line A2,A2_2,,,PROD802,POLAND
1-722688743,Accepted-In Progress,Anson,2012/04/19 11:54:27.000,Variant 15,15,Accepted,Medium,In Progress,cn,Org line A2,A2_5,,,PROD789,China
