Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,concept:name,impact,lifecycle:transition,org:group,org:role,organization country,organization involved,product,resource country
1-634533656,Accepted-In Progress,Peter,2012/01/04 20:02:22.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-634533656,Completed-Closed,Peter,2012/01/09 20:11:00.000,Variant 1,1,Completed,Low,Closed,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-635351501,Accepted-In Progress,Frederic,2012/01/05 20:27:48.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_6,fr,G130 3rd,PROD643,France
1-635351501,Completed-Closed,Frederic,2012/05/14 14:42:53.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_6,fr,G130 3rd,PROD643,France
1-635382525,Accepted-In Progress,Ewa,2012/01/05 21:48:54.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-635382525,Completed-Closed,Ewa,2012/01/10 22:36:47.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-636501102,Accepted-In Progress,Mikael,2012/01/07 18:40:01.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-636501102,Completed-Closed,Mikael,2012/01/31 01:01:01.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-636789520,Accepted-In Progress,Karin,2012/01/09 14:56:13.000,Variant 1,1,Accepted,Major,In Progress,Org line G1,E_6,se,G358 2nd,PROD292,Sweden
1-636789520,Completed-Closed,Karin,2012/02/20 15:57:45.000,Variant 1,1,Completed,Major,Closed,Org line G1,E_6,se,G358 2nd,PROD292,Sweden
1-636867758,Accepted-In Progress,Ann,2012/01/09 16:07:32.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
1-636867758,Completed-Closed,Ann,2012/03/30 19:14:54.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
1-637035141,Accepted-In Progress,Lars,2012/01/09 18:42:24.000,Variant 1,1,Accepted,High,In Progress,Org line G4,,se,S33 2nd,PROD448,Sweden
1-637035141,Completed-Closed,Lars,2012/04/11 21:27:17.000,Variant 1,1,Completed,High,Closed,Org line G4,,se,S33 2nd,PROD448,Sweden
1-637059802,Accepted-In Progress,Ewa,2012/01/09 18:55:12.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-637059802,Completed-Closed,Ewa,2012/01/09 18:55:57.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-637142120,Accepted-In Progress,Daniel,2012/01/09 20:33:58.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_7,in,G157 2nd,PROD674,Sweden
1-637142120,Completed-Closed,Daniel,2012/01/09 20:38:43.000,Variant 1,1,Completed,Low,Closed,Org line C,E_7,in,G157 2nd,PROD674,Sweden
1-637327254,Accepted-In Progress,Florent,2012/01/10 02:10:00.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_5,fr,V43 3rd,PROD609,France
1-637327254,Completed-Closed,Florent,2012/03/14 19:50:13.000,Variant 1,1,Completed,High,Closed,Org line C,C_5,fr,V43 3rd,PROD609,France
1-637591141,Accepted-In Progress,Tomas,2012/01/10 15:55:05.000,Variant 1,1,Accepted,Low,In Progress,Org line V2,,se,T3 2nd,PROD61,Sweden
1-637591141,Completed-Closed,Tomas,2012/02/29 19:21:30.000,Variant 1,1,Completed,Low,Closed,Org line V2,,se,T3 2nd,PROD61,Sweden
1-637713651,Accepted-In Progress,Håkan,2012/01/10 17:27:07.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-637713651,Completed-Closed,Håkan,2012/01/13 19:32:34.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-637716645,Accepted-In Progress,Daniel Alf,2012/01/10 17:28:32.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_4,us,L23 3rd,PROD546,Sweden
1-637716645,Completed-Closed,Daniel Alf,2012/01/20 17:10:31.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_4,us,L23 3rd,PROD546,Sweden
1-637954950,Accepted-In Progress,Ewa,2012/01/10 22:19:55.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-637954950,Completed-Closed,Ewa,2012/01/10 22:28:56.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-638034021,Accepted-In Progress,Roger,2012/01/10 23:35:02.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_6,se,G268 3rd,PROD805,Sweden
1-638034021,Completed-Closed,Roger,2012/02/29 21:18:51.000,Variant 1,1,Completed,Low,Closed,Org line C,C_6,se,G268 3rd,PROD805,Sweden
1-638041299,Accepted-In Progress,Srinivasa,2012/01/10 23:53:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_7,in,G165 2nd,PROD671,INDIA
1-638041299,Completed-Closed,Srinivasa,2012/02/18 19:32:07.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_7,in,G165 2nd,PROD671,INDIA
1-638112911,Accepted-In Progress,Sara,2012/01/11 05:07:22.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-638112911,Completed-Closed,Sara,2012/01/18 17:43:12.000,Variant 1,1,Completed,Medium,Closed,Org line A2,D_1,in,L50 3rd,PROD611,Sweden
1-638653931,Accepted-In Progress,Awneesh,2012/01/11 16:11:44.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,C_6,se,G269 3rd,PROD621,Sweden
1-638653931,Completed-Closed,Awneesh,2012/02/15 14:57:41.000,Variant 1,1,Completed,Medium,Closed,Org line C,C_6,se,G269 3rd,PROD621,Sweden
1-638961317,Accepted-In Progress,Joakim,2012/01/11 23:40:25.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,G362 3rd,PROD241,Sweden
1-638961317,Completed-Closed,Joakim,2012/03/28 19:07:16.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,G362 3rd,PROD241,Sweden
1-639028876,Accepted-In Progress,William,2012/01/12 00:18:07.000,Variant 1,1,Accepted,High,In Progress,Org line C,C_1,us,G14 3rd,PROD332,USA
1-639028876,Completed-Closed,William,2012/02/15 21:15:37.000,Variant 1,1,Completed,High,Closed,Org line C,C_1,us,G14 3rd,PROD332,USA
1-639870000,Accepted-In Progress,Cecilia,2012/01/12 15:51:54.000,Variant 1,1,Accepted,Low,In Progress,Org line V2,,se,T13 2nd,PROD399,Sweden
1-639870000,Completed-Closed,Cecilia,2012/04/12 13:19:20.000,Variant 1,1,Completed,Low,Closed,Org line V2,,se,T13 2nd,PROD399,Sweden
1-639881579,Accepted-In Progress,Peter,2012/01/12 16:13:47.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-639881579,Completed-Closed,Peter,2012/02/06 15:15:37.000,Variant 1,1,Completed,High,Closed,Org line C,E_7,se,G160 2nd,PROD673,Sweden
1-640059801,Accepted-In Progress,Bruno,2012/01/12 19:24:50.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_6,fr,V29 2nd,PROD673,France
1-640059801,Completed-Closed,Bruno,2012/01/12 19:26:04.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_6,fr,V29 2nd,PROD673,France
1-640263496,Accepted-In Progress,Ewa,2012/01/13 00:53:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-640263496,Completed-Closed,Ewa,2012/01/13 00:55:13.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-641023492,Accepted-In Progress,Rickard,2012/01/13 15:04:43.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-641023492,Completed-Closed,Rickard,2012/01/26 20:51:59.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-641100891,Accepted-In Progress,Lisbeth,2012/01/13 16:43:08.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,se,A10,PROD461,Sweden
1-641100891,Completed-Closed,Lisbeth,2012/01/17 15:47:44.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,se,A10,PROD461,Sweden
1-641157962,Accepted-In Progress,Magnus,2012/01/13 17:18:36.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,V3_2,se,M25,PROD815,Sweden
1-641157962,Completed-Closed,Magnus,2012/05/16 17:46:01.000,Variant 1,1,Completed,Medium,Closed,Org line C,V3_2,se,M25,PROD815,Sweden
1-641306231,Accepted-In Progress,Maria,2012/01/13 20:40:59.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-641306231,Completed-Closed,Maria,2012/01/16 19:40:15.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-641491883,Accepted-In Progress,Ismael,2012/01/14 01:01:03.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_2,br,S2 2nd,PROD53,Brazil
1-641491883,Completed-Closed,Ismael,2012/02/04 00:35:12.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_2,br,S2 2nd,PROD53,Brazil
1-642418588,Accepted-In Progress,Eric,2012/01/16 18:18:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-642418588,Completed-Closed,Eric,2012/03/20 18:43:44.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-642478708,Accepted-In Progress,Ann,2012/01/16 16:37:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
1-642478708,Completed-Closed,Ann,2012/03/30 19:19:52.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,se,G349 3rd,PROD40,Sweden
1-642761240,Accepted-In Progress,Ewa,2012/01/16 21:56:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-642761240,Completed-Closed,Ewa,2012/01/16 21:56:53.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-643445547,Accepted-In Progress,Ramith,2012/01/17 19:57:57.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD794,INDIA
1-643445547,Completed-Closed,Ramith,2012/01/17 20:22:25.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD794,INDIA
1-643532122,Accepted-In Progress,Björn,2012/01/17 20:06:28.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T3 2nd,PROD58,Sweden
1-643532122,Completed-Closed,Björn,2012/05/29 14:31:47.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T3 2nd,PROD58,Sweden
1-643556695,Accepted-In Progress,Ramith,2012/01/17 20:09:37.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-643556695,Completed-Closed,Ramith,2012/02/23 16:11:36.000,Variant 1,1,Completed,Major,Closed,Org line C,E_4,us,G88 2nd,PROD793,INDIA
1-643747498,Accepted-In Progress,Ewa,2012/01/18 00:59:52.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-643747498,Completed-Closed,Ewa,2012/01/18 01:00:41.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-644748889,Accepted-In Progress,Ewa,2012/01/18 18:17:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD98,POLAND
1-644748889,Completed-Closed,Ewa,2012/01/18 18:19:42.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD98,POLAND
1-644827840,Accepted-In Progress,Ewa,2012/01/18 19:00:19.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-644827840,Completed-Closed,Ewa,2012/01/18 19:11:13.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-647802297,Accepted-In Progress,Ewa,2012/01/19 19:45:07.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-647802297,Completed-Closed,Ewa,2012/01/19 20:12:34.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-647929267,Accepted-In Progress,Ashutosh,2012/01/19 20:38:14.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_7,in,G165 2nd,PROD674,INDIA
1-647929267,Completed-Closed,Ashutosh,2012/01/23 15:25:04.000,Variant 1,1,Completed,Low,Closed,Org line C,E_7,in,G165 2nd,PROD674,INDIA
1-648231508,Accepted-In Progress,Gerald,2012/01/20 13:38:35.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_5,fr,V56 2nd,PROD378,France
1-648231508,Completed-Closed,Gerald,2012/01/20 13:40:35.000,Variant 1,1,Completed,Major,Closed,Org line C,E_5,fr,V56 2nd,PROD378,France
1-648807492,Accepted-In Progress,Ingemar,2012/01/20 23:03:03.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_9,se,N12 2nd,PROD277,Sweden
1-648807492,Completed-Closed,Ingemar,2012/01/25 22:13:13.000,Variant 1,1,Completed,High,Closed,Org line C,E_9,se,N12 2nd,PROD277,Sweden
1-648839266,Accepted-In Progress,Mikael,2012/01/21 00:38:08.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD304,Sweden
1-648839266,Completed-Closed,Mikael,2012/01/31 00:57:38.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD304,Sweden
1-648861744,Accepted-In Progress,Damien,2012/01/21 01:35:56.000,Variant 1,1,Accepted,Major,In Progress,Org line C,C_5,0,L65 3rd,PROD474,France
1-648861744,Completed-Closed,Damien,2012/02/22 18:21:00.000,Variant 1,1,Completed,Major,Closed,Org line C,C_5,0,L65 3rd,PROD474,France
1-649302225,Accepted-In Progress,Ewa,2012/01/23 00:24:44.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-649302225,Completed-Closed,Ewa,2012/01/23 00:51:09.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-649302263,Accepted-In Progress,Ewa,2012/01/23 01:05:20.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-649302263,Completed-Closed,Ewa,2012/01/23 01:11:52.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-649887393,Accepted-In Progress,Per,2012/01/23 16:18:48.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-649887393,Completed-Closed,Per,2012/03/28 17:23:22.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-649984202,Accepted-In Progress,Hans,2012/01/23 16:59:10.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_3,se,G71 2nd,PROD386,Sweden
1-649984202,Completed-Closed,Hans,2012/04/10 16:25:33.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_3,se,G71 2nd,PROD386,Sweden
1-650008427,Accepted-In Progress,Ewa,2012/01/23 22:21:05.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD97,POLAND
1-650008427,Completed-Closed,Ewa,2012/01/23 22:31:06.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD97,POLAND
1-650011031,Accepted-In Progress,Yann,2012/01/23 17:44:40.000,Variant 1,1,Accepted,High,In Progress,Org line C,E_7,in,G165 2nd,PROD22,France
1-650011031,Completed-Closed,Yann,2012/01/26 23:54:42.000,Variant 1,1,Completed,High,Closed,Org line C,E_7,in,G165 2nd,PROD22,France
1-650135511,Accepted-In Progress,Marc,2012/01/23 20:25:31.000,Variant 1,1,Accepted,Medium,In Progress,Org line F,,se,G207 2nd,PROD753,Belgium
1-650135511,Completed-Closed,Marc,2012/03/15 11:34:37.000,Variant 1,1,Completed,Medium,Closed,Org line F,,se,G207 2nd,PROD753,Belgium
1-650241321,Accepted-In Progress,Marcin,2012/01/23 21:39:44.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,pl,N26 2nd,PROD791,POLAND
1-650241321,Completed-Closed,Marcin,2012/04/13 17:36:39.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,pl,N26 2nd,PROD791,POLAND
1-650892393,Accepted-In Progress,Erik,2012/01/24 15:43:58.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S29 2nd,PROD551,Sweden
1-650892393,Completed-Closed,Erik,2012/01/25 14:28:41.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S29 2nd,PROD551,Sweden
1-651084211,Accepted-In Progress,Petrus,2012/01/24 19:35:30.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_1,be,G213 2nd,PROD715,Sweden
1-651084211,Completed-Closed,Petrus,2012/01/24 19:38:09.000,Variant 1,1,Completed,Major,Closed,Org line C,E_1,be,G213 2nd,PROD715,Sweden
1-651096273,Accepted-In Progress,Agoritsa,2012/01/24 20:33:29.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651096273,Completed-Closed,Agoritsa,2012/01/25 15:11:10.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651206715,Accepted-In Progress,Pamela,2012/01/24 21:46:39.000,Variant 1,1,Accepted,Medium,In Progress,Org line V2,,se,T3 2nd,PROD60,Sweden
1-651206715,Completed-Closed,Pamela,2012/02/07 17:46:48.000,Variant 1,1,Completed,Medium,Closed,Org line V2,,se,T3 2nd,PROD60,Sweden
1-651922251,Accepted-In Progress,Agoritsa,2012/01/25 15:00:42.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651922251,Completed-Closed,Agoritsa,2012/02/29 17:59:07.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651922470,Accepted-In Progress,Agoritsa,2012/01/25 15:22:41.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651922470,Completed-Closed,Agoritsa,2012/02/29 17:58:38.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651922594,Accepted-In Progress,Agoritsa,2012/01/25 15:42:51.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651922594,Completed-Closed,Agoritsa,2012/01/25 17:27:29.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_3,se,G348 2nd,PROD484,Sweden
1-651951532,Accepted-In Progress,Henrik,2012/01/25 15:51:58.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_3,us,G67 2nd,PROD151,Sweden
1-651951532,Completed-Closed,Henrik,2012/01/25 20:24:46.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_3,us,G67 2nd,PROD151,Sweden
1-652259831,Accepted-In Progress,Ewa,2012/01/25 21:58:10.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-652259831,Completed-Closed,Ewa,2012/01/25 22:00:59.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-652270498,Accepted-In Progress,David,2012/01/25 22:36:13.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_3,us,N5 2nd,PROD231,USA
1-652270498,Completed-Closed,David,2012/03/14 19:26:04.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_3,us,N5 2nd,PROD231,USA
1-652874271,Accepted-In Progress,Håkan,2012/01/26 15:21:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S33 2nd,PROD397,Sweden
1-652874271,Completed-Closed,Håkan,2012/04/02 23:10:52.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S33 2nd,PROD397,Sweden
1-652925445,Accepted-In Progress,Rickard,2012/01/26 16:54:38.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S33 2nd,PROD374,Sweden
1-652925445,Completed-Closed,Rickard,2012/04/30 20:21:26.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S33 2nd,PROD374,Sweden
1-652935537,Accepted-In Progress,Petrus,2012/01/26 18:40:36.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_1,be,G213 2nd,PROD715,Sweden
1-652935537,Completed-Closed,Petrus,2012/01/26 18:45:14.000,Variant 1,1,Completed,Major,Closed,Org line C,E_1,be,G213 2nd,PROD715,Sweden
1-653878594,Accepted-In Progress,Pawel,2012/01/27 16:03:23.000,Variant 1,1,Accepted,Low,In Progress,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-653878594,Completed-Closed,Pawel,2012/03/01 21:34:44.000,Variant 1,1,Completed,Low,Closed,Org line A2,A2_1,pl,W15 2nd,PROD756,POLAND
1-654369162,Accepted-In Progress,Stephen,2012/01/28 02:32:02.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_5,us,N30 2nd,PROD487,USA
1-654369162,Completed-Closed,Stephen,2012/02/07 21:48:12.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_5,us,N30 2nd,PROD487,USA
1-655379467,Accepted-In Progress,Reine,2012/01/30 20:01:10.000,Variant 1,1,Accepted,Low,In Progress,Org line G4,,se,S28 2nd,PROD343,Sweden
1-655379467,Completed-Closed,Reine,2012/03/21 16:30:06.000,Variant 1,1,Completed,Low,Closed,Org line G4,,se,S28 2nd,PROD343,Sweden
1-655429981,Accepted-In Progress,Raphael,2012/01/30 20:31:40.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,C_1,fr,L57 3rd,PROD821,France
1-655429981,Completed-Closed,Raphael,2012/04/05 22:58:20.000,Variant 1,1,Completed,Medium,Closed,Org line C,C_1,fr,L57 3rd,PROD821,France
1-655536176,Accepted-In Progress,Mats,2012/01/30 22:52:24.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD815,Sweden
1-655536176,Completed-Closed,Mats,2012/02/23 00:53:37.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD815,Sweden
1-655719611,Accepted-In Progress,Bruno,2012/01/31 02:53:15.000,Variant 1,1,Accepted,High,In Progress,Org line B,C_6,br,S17 3rd,PROD807,Brazil
1-655719611,Completed-Closed,Bruno,2012/03/14 22:21:35.000,Variant 1,1,Completed,High,Closed,Org line B,C_6,br,S17 3rd,PROD807,Brazil
1-655739451,Accepted-In Progress,Swaroopa,2012/01/31 11:57:44.000,Variant 1,1,Accepted,Low,In Progress,Org line C,E_1,us,G13 2nd,PROD433,INDIA
1-655739451,Completed-Closed,Swaroopa,2012/04/11 19:05:18.000,Variant 1,1,Completed,Low,Closed,Org line C,E_1,us,G13 2nd,PROD433,INDIA
1-656224707,Accepted-In Progress,Andreas,2012/01/31 20:51:42.000,Variant 1,1,Accepted,Major,In Progress,Org line A2,A2_3,se,N4 2nd,PROD55,Sweden
1-656224707,Completed-Closed,Andreas,2012/05/07 15:07:54.000,Variant 1,1,Completed,Major,Closed,Org line A2,A2_3,se,N4 2nd,PROD55,Sweden
1-657368644,Accepted-In Progress,Maria,2012/02/01 23:15:24.000,Variant 1,1,Accepted,High,In Progress,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-657368644,Completed-Closed,Maria,2012/02/03 22:04:20.000,Variant 1,1,Completed,High,Closed,Org line A2,A2_4,se,G118 2nd,PROD591,Sweden
1-657534681,Accepted-In Progress,Takashi,2012/02/02 12:27:18.000,Variant 1,1,Accepted,Low,In Progress,Org line C,,jp,S30 2nd,PROD683,Japan
1-657534681,Completed-Closed,Takashi,2012/02/02 12:32:27.000,Variant 1,1,Completed,Low,Closed,Org line C,,jp,S30 2nd,PROD683,Japan
1-657934265,Accepted-In Progress,Ewa,2012/02/02 20:54:21.000,Variant 1,1,Accepted,Medium,In Progress,Org line G3,,us,G199 3rd,PROD96,POLAND
1-657934265,Completed-Closed,Ewa,2012/03/12 06:34:08.000,Variant 1,1,Completed,Medium,Closed,Org line G3,,us,G199 3rd,PROD96,POLAND
1-658022616,Accepted-In Progress,Håkan,2012/02/02 21:53:09.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_6,se,S20 2nd,PROD412,Sweden
1-658022616,Completed-Closed,Håkan,2012/03/13 15:19:47.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_6,se,S20 2nd,PROD412,Sweden
1-658092528,Accepted-In Progress,Jay,2012/02/02 23:49:22.000,Variant 1,1,Accepted,Major,In Progress,Org line C,E_4,us,G88 2nd,PROD348,USA
1-658092528,Completed-Closed,Jay,2012/02/02 23:50:53.000,Variant 1,1,Completed,Major,Closed,Org line C,E_4,us,G88 2nd,PROD348,USA
1-658125909,Accepted-In Progress,Joshua,2012/02/03 00:16:19.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,E_4,us,G88 2nd,PROD104,USA
1-658125909,Completed-Closed,Joshua,2012/02/13 23:18:46.000,Variant 1,1,Completed,Medium,Closed,Org line C,E_4,us,G88 2nd,PROD104,USA
1-658259614,Accepted-In Progress,Cesar,2012/02/03 04:56:06.000,Variant 1,1,Accepted,Medium,In Progress,Org line C,,mx,N13 2nd,PROD572,Mexico
1-658259614,Completed-Closed,Cesar,2012/02/03 05:21:44.000,Variant 1,1,Completed,Medium,Closed,Org line C,,mx,N13 2nd,PROD572,Mexico
1-659170761,Accepted-In Progress,Asim,2012/02/06 15:21:45.000,Variant 1,1,Accepted,Medium,In Progress,Org line A2,A2_4,fr,V23 2nd,PROD231,France
1-659170761,Completed-Closed,Asim,2012/02/22 22:32:21.000,Variant 1,1,Completed,Medium,Closed,Org line A2,A2_4,fr,V23 2nd,PROD231,France
1-659231191,Accepted-In Progress,Mattias,2012/02/06 16:49:01.000,Variant 1,1,Accepted,Medium,In Progress,Org line G4,,se,S28 2nd,PROD108,Sweden
1-659231191,Completed-Closed,Mattias,2012/02/27 21:31:19.000,Variant 1,1,Completed,Medium,Closed,Org line G4,,se,S28 2nd,PROD108,Sweden
1-659284621,Accepted-In Progress,Ludovic,2012/02/06 17:25:34.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_6,fr,G225 3rd,PROD481,France
1-659284621,Completed-Closed,Ludovic,2012/02/06 17:30:16.000,Variant 1,1,Completed,Low,Closed,Org line C,C_6,fr,G225 3rd,PROD481,France
1-659284863,Accepted-In Progress,Ludovic,2012/02/06 17:28:23.000,Variant 1,1,Accepted,Low,In Progress,Org line C,C_6,fr,G225 3rd,PROD256,France
1-659284863,Completed-Closed,Ludovic,2012/02/06 17:30:54.000,Variant 1,1,Completed,Low,Closed,Org line C,C_6,fr,G225 3rd,PROD256,France
