Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,(case) channel,(case) department,(case) group,(case) responsible,concept:instance,concept:name,lifecycle:transition,org:group
case-6382,T10 Determine necessity to stop indication-complete,Resource01,2011/04/13 16:09:16.841,Variant 11,11,Internet,General,,Resource11,task-20196,T10 Determine necessity to stop indication,complete,Group 1
case-6383,T02 Check confirmation of receipt-complete,Resource05,2011/03/23 17:31:34.644,Variant 1,1,Internet,General,,Resource05,task-17344,T02 Check confirmation of receipt,complete,Group 4
case-6383,T04 Determine confirmation of receipt-complete,Resource05,2011/03/23 17:31:47.783,Variant 1,1,Internet,General,,Resource05,task-17346,T04 Determine confirmation of receipt,complete,Group 3
case-6383,T05 Print and send confirmation of receipt-complete,Resource05,2011/03/23 17:33:11.659,Variant 1,1,Internet,General,,Resource05,task-17347,T05 Print and send confirmation of receipt,complete,Group 2
case-6383,T06 Determine necessity of stop advice-complete,Resource05,2011/03/23 17:33:59.691,Variant 1,1,Internet,General,,Resource05,task-17345,T06 Determine necessity of stop advice,complete,Group 1
case-6383,T10 Determine necessity to stop indication-complete,Resource05,2011/03/23 17:34:26.734,Variant 1,1,Internet,General,,Resource05,task-17348,T10 Determine necessity to stop indication,complete,Group 1
case-6385,T06 Determine necessity of stop advice-complete,Resource08,2011/03/17 18:05:13.385,Variant 6,6,Internet,General,,Resource08,task-16563,T06 Determine necessity of stop advice,complete,Group 1
case-6385,T10 Determine necessity to stop indication-complete,Resource08,2011/03/17 18:07:13.804,Variant 6,6,Internet,General,,Resource08,task-16570,T10 Determine necessity to stop indication,complete,Group 1
case-6385,T05 Print and send confirmation of receipt-complete,admin1,2011/03/21 16:34:15.740,Variant 6,6,Internet,General,,Resource08,task-16571,T05 Print and send confirmation of receipt,complete,Group 2
case-6386,T02 Check confirmation of receipt-complete,Resource02,2011/03/18 15:08:53.922,Variant 1,1,Internet,General,,Resource02,task-16674,T02 Check confirmation of receipt,complete,Group 4
case-6386,T04 Determine confirmation of receipt-complete,Resource02,2011/03/18 15:09:10.789,Variant 1,1,Internet,General,,Resource02,task-16676,T04 Determine confirmation of receipt,complete,Group 3
case-6386,T05 Print and send confirmation of receipt-complete,Resource02,2011/03/18 15:09:28.300,Variant 1,1,Internet,General,,Resource02,task-16677,T05 Print and send confirmation of receipt,complete,Group 2
case-6386,T06 Determine necessity of stop advice-complete,Resource02,2011/03/18 15:23:16.197,Variant 1,1,Internet,General,,Resource02,task-16675,T06 Determine necessity of stop advice,complete,Group 1
case-6386,T10 Determine necessity to stop indication-complete,Resource02,2011/03/18 15:24:46.877,Variant 1,1,Internet,General,,Resource02,task-16678,T10 Determine necessity to stop indication,complete,Group 1
case-6387,T06 Determine necessity of stop advice-complete,Resource17,2011/03/21 21:06:03.322,Variant 3,3,Internet,General,,Resource17,task-17043,T06 Determine necessity of stop advice,complete,Group 1
case-6387,T10 Determine necessity to stop indication-complete,Resource17,2011/03/21 21:06:17.497,Variant 3,3,Internet,General,,Resource17,task-17044,T10 Determine necessity to stop indication,complete,Group 1
case-6387,T04 Determine confirmation of receipt-complete,Resource10,2011/03/22 03:40:48.032,Variant 3,3,Internet,General,,Resource17,task-17049,T04 Determine confirmation of receipt,complete,Group 3
case-6387,T05 Print and send confirmation of receipt-complete,admin1,2011/03/22 21:32:30.460,Variant 3,3,Internet,General,,Resource17,task-17095,T05 Print and send confirmation of receipt,complete,Group 2
case-6388,T02 Check confirmation of receipt-complete,Resource01,2011/03/16 21:06:37.599,Variant 1,1,Internet,General,,Resource11,task-16453,T02 Check confirmation of receipt,complete,Group 4
case-6388,T04 Determine confirmation of receipt-complete,Resource01,2011/03/16 21:06:49.523,Variant 1,1,Internet,General,,Resource11,task-16455,T04 Determine confirmation of receipt,complete,Group 3
case-6388,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/16 21:06:58.922,Variant 1,1,Internet,General,,Resource11,task-16456,T05 Print and send confirmation of receipt,complete,Group 2
case-6388,T06 Determine necessity of stop advice-complete,Resource11,2011/04/06 14:03:30.605,Variant 1,1,Internet,General,,Resource11,task-16454,T06 Determine necessity of stop advice,complete,Group 1
case-6388,T10 Determine necessity to stop indication-complete,Resource11,2011/04/06 14:05:54.931,Variant 1,1,Internet,General,,Resource11,task-19188,T10 Determine necessity to stop indication,complete,Group 1
case-6389,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 18:20:40.323,Variant 1,1,Internet,General,,Resource11,task-17556,T02 Check confirmation of receipt,complete,Group 4
case-6389,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 18:21:00.083,Variant 1,1,Internet,General,,Resource11,task-17558,T04 Determine confirmation of receipt,complete,Group 3
case-6389,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 18:21:24.209,Variant 1,1,Internet,General,,Resource11,task-17559,T05 Print and send confirmation of receipt,complete,Group 2
case-6389,T06 Determine necessity of stop advice-complete,Resource11,2011/04/07 14:08:11.893,Variant 1,1,Internet,General,,Resource11,task-17557,T06 Determine necessity of stop advice,complete,Group 1
case-6389,T10 Determine necessity to stop indication-complete,Resource11,2011/04/07 14:13:00.841,Variant 1,1,Internet,General,,Resource11,task-19410,T10 Determine necessity to stop indication,complete,Group 1
case-6390,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 18:27:49.645,Variant 1,1,Internet,General,,Resource11,task-17560,T02 Check confirmation of receipt,complete,Group 4
case-6390,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 18:28:03.232,Variant 1,1,Internet,General,,Resource11,task-17562,T04 Determine confirmation of receipt,complete,Group 3
case-6390,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 18:28:28.565,Variant 1,1,Internet,General,,Resource11,task-17563,T05 Print and send confirmation of receipt,complete,Group 2
case-6390,T06 Determine necessity of stop advice-complete,Resource11,2011/04/07 15:07:03.482,Variant 1,1,Internet,General,,Resource11,task-17561,T06 Determine necessity of stop advice,complete,Group 1
case-6390,T10 Determine necessity to stop indication-complete,Resource11,2011/04/07 15:07:24.415,Variant 1,1,Internet,General,,Resource11,task-19428,T10 Determine necessity to stop indication,complete,Group 1
case-6391,T06 Determine necessity of stop advice-complete,Resource17,2011/03/21 21:25:53.604,Variant 3,3,Internet,General,,Resource17,task-17054,T06 Determine necessity of stop advice,complete,Group 1
case-6391,T10 Determine necessity to stop indication-complete,Resource17,2011/03/21 21:26:20.207,Variant 3,3,Internet,General,,Resource17,task-17056,T10 Determine necessity to stop indication,complete,Group 1
case-6391,T04 Determine confirmation of receipt-complete,Resource10,2011/03/22 03:42:14.588,Variant 3,3,Internet,General,,Resource17,task-17055,T04 Determine confirmation of receipt,complete,Group 3
case-6391,T05 Print and send confirmation of receipt-complete,admin1,2011/03/22 21:31:31.051,Variant 3,3,Internet,General,,Resource17,task-17096,T05 Print and send confirmation of receipt,complete,Group 2
case-6407,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 18:35:31.024,Variant 1,1,Internet,General,,Resource11,task-17564,T02 Check confirmation of receipt,complete,Group 4
case-6407,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 18:35:45.161,Variant 1,1,Internet,General,,Resource11,task-17566,T04 Determine confirmation of receipt,complete,Group 3
case-6407,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 18:36:02.403,Variant 1,1,Internet,General,,Resource11,task-17567,T05 Print and send confirmation of receipt,complete,Group 2
case-6407,T06 Determine necessity of stop advice-complete,Resource11,2011/04/07 15:25:22.643,Variant 1,1,Internet,General,,Resource11,task-17565,T06 Determine necessity of stop advice,complete,Group 1
case-6407,T10 Determine necessity to stop indication-complete,Resource11,2011/04/07 15:30:29.975,Variant 1,1,Internet,General,,Resource11,task-19441,T10 Determine necessity to stop indication,complete,Group 1
case-6411,T04 Determine confirmation of receipt-complete,Resource10,2011/03/14 23:31:03.092,Variant 11,11,Internet,General,,Resource18,task-16110,T04 Determine confirmation of receipt,complete,Group 3
case-6411,T05 Print and send confirmation of receipt-complete,admin1,2011/03/15 19:28:48.641,Variant 11,11,Internet,General,,Resource18,task-16113,T05 Print and send confirmation of receipt,complete,Group 2
case-6411,T06 Determine necessity of stop advice-complete,Resource18,2011/03/22 22:24:41.524,Variant 11,11,Internet,General,,Resource18,task-16104,T06 Determine necessity of stop advice,complete,Group 1
case-6411,T10 Determine necessity to stop indication-complete,Resource18,2011/03/22 22:55:06.747,Variant 11,11,Internet,General,,Resource18,task-17285,T10 Determine necessity to stop indication,complete,Group 1
case-6413,T02 Check confirmation of receipt-complete,Resource08,2011/03/17 22:46:05.292,Variant 152,152,Internet,General,,Resource08,task-16653,T02 Check confirmation of receipt,complete,Group 4
case-6413,T05 Print and send confirmation of receipt-complete,admin1,2011/03/21 16:40:02.917,Variant 152,152,Internet,General,,Resource08,task-16658,T05 Print and send confirmation of receipt,complete,Group 2
case-6413,T06 Determine necessity of stop advice-complete,Resource08,2011/03/22 21:15:45.552,Variant 152,152,Internet,General,,Resource08,task-16654,T06 Determine necessity of stop advice,complete,Group 1
case-6413,T10 Determine necessity to stop indication-complete,Resource08,2011/03/22 21:16:43.502,Variant 152,152,Internet,General,,Resource08,task-17208,T10 Determine necessity to stop indication,complete,Group 1
case-6413,T16 Report reasons to hold request-complete,Resource08,2011/03/22 21:18:06.052,Variant 152,152,Internet,General,,Resource08,task-17210,T16 Report reasons to hold request,complete,Group 1
case-6413,T17 Check report Y to stop indication-complete,Resource08,2011/03/22 21:18:20.530,Variant 152,152,Internet,General,,Resource08,task-17214,T17 Check report Y to stop indication,complete,Group 4
case-6413,T20 Print report Y to stop indication-complete,Resource08,2011/03/22 21:19:25.420,Variant 152,152,Internet,General,,Resource08,task-17219,T20 Print report Y to stop indication,complete,Group 2
case-6415,T02 Check confirmation of receipt-complete,Resource08,2011/03/17 18:26:43.687,Variant 8,8,Desk,General,,Resource08,task-16584,T02 Check confirmation of receipt,complete,Group 4
case-6415,T06 Determine necessity of stop advice-complete,Resource08,2011/03/17 18:39:04.143,Variant 8,8,Desk,General,,Resource08,task-16585,T06 Determine necessity of stop advice,complete,Group 1
case-6415,T10 Determine necessity to stop indication-complete,Resource08,2011/03/17 18:39:32.291,Variant 8,8,Desk,General,,Resource08,task-16590,T10 Determine necessity to stop indication,complete,Group 1
case-6415,T05 Print and send confirmation of receipt-complete,admin1,2011/03/21 16:38:42.068,Variant 8,8,Desk,General,,Resource08,task-16602,T05 Print and send confirmation of receipt,complete,Group 2
case-6417,T06 Determine necessity of stop advice-complete,Resource17,2011/03/16 21:17:57.267,Variant 3,3,Desk,General,,Resource17,task-16462,T06 Determine necessity of stop advice,complete,Group 1
case-6417,T10 Determine necessity to stop indication-complete,Resource17,2011/03/16 21:18:17.781,Variant 3,3,Desk,General,,Resource17,task-16464,T10 Determine necessity to stop indication,complete,Group 1
case-6417,T04 Determine confirmation of receipt-complete,Resource10,2011/03/17 03:54:53.049,Variant 3,3,Desk,General,,Resource17,task-16463,T04 Determine confirmation of receipt,complete,Group 3
case-6417,T05 Print and send confirmation of receipt-complete,admin1,2011/03/17 16:02:02.106,Variant 3,3,Desk,General,,Resource17,task-16502,T05 Print and send confirmation of receipt,complete,Group 2
case-6437,Confirmation of receipt-complete,Resource21,2011/03/14 17:59:59.290,Variant 34,34,Internet,General,,Resource21,task-16035,Confirmation of receipt,complete,Group 1
case-6437,T06 Determine necessity of stop advice-complete,admin2,2011/08/18 14:45:50.227,Variant 34,34,Internet,General,,Resource21,task-16038,T06 Determine necessity of stop advice,complete,Group 1
case-6438,T06 Determine necessity of stop advice-complete,Resource13,2011/03/15 19:42:29.969,Variant 153,153,Internet,General,,Resource13,task-16161,T06 Determine necessity of stop advice,complete,Group 1
case-6438,T07-5 Draft intern advice aspect 5-complete,Resource13,2011/03/15 19:45:29.514,Variant 153,153,Internet,General,,Resource13,task-16169,T07-5 Draft intern advice aspect 5,complete,Group 1
case-6438,T06 Determine necessity of stop advice-complete,Resource13,2011/03/15 19:45:48.978,Variant 153,153,Internet,General,,Resource13,task-16170,T06 Determine necessity of stop advice,complete,Group 1
case-6438,T10 Determine necessity to stop indication-complete,Resource13,2011/03/15 19:46:08.529,Variant 153,153,Internet,General,,Resource13,task-16171,T10 Determine necessity to stop indication,complete,Group 1
case-6438,T04 Determine confirmation of receipt-complete,Resource10,2011/03/15 20:00:46.953,Variant 153,153,Internet,General,,Resource13,task-16167,T04 Determine confirmation of receipt,complete,Group 3
case-6438,T05 Print and send confirmation of receipt-complete,admin1,2011/03/15 21:35:28.026,Variant 153,153,Internet,General,,Resource13,task-16181,T05 Print and send confirmation of receipt,complete,Group 2
case-6459,T06 Determine necessity of stop advice-complete,Resource17,2011/03/22 19:21:07.860,Variant 3,3,Internet,General,,Resource17,task-17190,T06 Determine necessity of stop advice,complete,Group 1
case-6459,T10 Determine necessity to stop indication-complete,Resource17,2011/03/22 19:21:29.741,Variant 3,3,Internet,General,,Resource17,task-17192,T10 Determine necessity to stop indication,complete,Group 1
case-6459,T04 Determine confirmation of receipt-complete,Resource10,2011/03/23 17:00:12.840,Variant 3,3,Internet,General,,Resource17,task-17191,T04 Determine confirmation of receipt,complete,Group 3
case-6459,T05 Print and send confirmation of receipt-complete,admin1,2011/03/23 23:17:52.460,Variant 3,3,Internet,General,,Resource17,task-17334,T05 Print and send confirmation of receipt,complete,Group 2
case-6471,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 18:47:36.063,Variant 1,1,Internet,General,,Resource11,task-17569,T02 Check confirmation of receipt,complete,Group 4
case-6471,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 18:48:29.478,Variant 1,1,Internet,General,,Resource11,task-17571,T04 Determine confirmation of receipt,complete,Group 3
case-6471,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 18:48:40.414,Variant 1,1,Internet,General,,Resource11,task-17572,T05 Print and send confirmation of receipt,complete,Group 2
case-6471,T06 Determine necessity of stop advice-complete,Resource11,2011/04/07 15:55:21.957,Variant 1,1,Internet,General,,Resource11,task-17570,T06 Determine necessity of stop advice,complete,Group 1
case-6471,T10 Determine necessity to stop indication-complete,Resource11,2011/04/07 15:55:39.064,Variant 1,1,Internet,General,,Resource11,task-19461,T10 Determine necessity to stop indication,complete,Group 1
case-6475,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 18:53:42.669,Variant 1,1,Internet,General,,Resource11,task-17573,T02 Check confirmation of receipt,complete,Group 4
case-6475,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 18:54:01.657,Variant 1,1,Internet,General,,Resource11,task-17575,T04 Determine confirmation of receipt,complete,Group 3
case-6475,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 18:54:13.421,Variant 1,1,Internet,General,,Resource11,task-17576,T05 Print and send confirmation of receipt,complete,Group 2
case-6475,T06 Determine necessity of stop advice-complete,Resource01,2011/04/07 18:52:53.268,Variant 1,1,Internet,General,,Resource11,task-17574,T06 Determine necessity of stop advice,complete,Group 1
case-6475,T10 Determine necessity to stop indication-complete,Resource01,2011/04/07 19:03:02.315,Variant 1,1,Internet,General,,Resource11,task-19522,T10 Determine necessity to stop indication,complete,Group 1
case-6480,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 20:10:40.834,Variant 1,1,Internet,General,,Resource11,task-17588,T02 Check confirmation of receipt,complete,Group 4
case-6480,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 20:11:00.180,Variant 1,1,Internet,General,,Resource11,task-17593,T04 Determine confirmation of receipt,complete,Group 3
case-6480,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 20:11:11.821,Variant 1,1,Internet,General,,Resource11,task-17594,T05 Print and send confirmation of receipt,complete,Group 2
case-6480,T06 Determine necessity of stop advice-complete,Resource01,2011/04/13 15:10:48.963,Variant 1,1,Internet,General,,Resource11,task-17589,T06 Determine necessity of stop advice,complete,Group 1
case-6480,T10 Determine necessity to stop indication-complete,Resource01,2011/04/13 20:13:33.642,Variant 1,1,Internet,General,,Resource11,task-20154,T10 Determine necessity to stop indication,complete,Group 1
case-6495,T02 Check confirmation of receipt-complete,Resource02,2011/03/18 19:03:02.647,Variant 15,15,Internet,General,,Resource02,task-16821,T02 Check confirmation of receipt,complete,Group 4
case-6495,T06 Determine necessity of stop advice-complete,Resource02,2011/03/18 19:03:32.093,Variant 15,15,Internet,General,,Resource02,task-16822,T06 Determine necessity of stop advice,complete,Group 1
case-6495,T04 Determine confirmation of receipt-complete,Resource02,2011/03/18 19:04:24.733,Variant 15,15,Internet,General,,Resource02,task-16823,T04 Determine confirmation of receipt,complete,Group 3
case-6495,T05 Print and send confirmation of receipt-complete,Resource02,2011/03/18 19:04:56.795,Variant 15,15,Internet,General,,Resource02,task-16826,T05 Print and send confirmation of receipt,complete,Group 2
case-6495,T10 Determine necessity to stop indication-complete,Resource02,2011/03/18 19:05:13.734,Variant 15,15,Internet,General,,Resource02,task-16824,T10 Determine necessity to stop indication,complete,Group 1
case-6496,T02 Check confirmation of receipt-complete,Resource05,2011/03/24 21:20:48.034,Variant 51,51,Internet,General,,Resource05,task-17638,T02 Check confirmation of receipt,complete,Group 4
case-6496,T06 Determine necessity of stop advice-complete,Resource05,2011/03/28 16:43:34.600,Variant 51,51,Internet,General,,Resource05,task-17639,T06 Determine necessity of stop advice,complete,Group 1
case-6496,T05 Print and send confirmation of receipt-complete,Resource05,2011/03/28 16:44:07.141,Variant 51,51,Internet,General,,Resource05,task-17999,T05 Print and send confirmation of receipt,complete,Group 2
case-6496,T10 Determine necessity to stop indication-complete,Resource05,2011/03/28 16:44:25.200,Variant 51,51,Internet,General,,Resource05,task-17998,T10 Determine necessity to stop indication,complete,Group 1
case-6498,T02 Check confirmation of receipt-complete,Resource08,2011/03/24 20:43:13.769,Variant 8,8,Internet,General,,Resource08,task-17612,T02 Check confirmation of receipt,complete,Group 4
case-6498,T06 Determine necessity of stop advice-complete,Resource08,2011/03/24 21:13:19.441,Variant 8,8,Internet,General,,Resource08,task-17613,T06 Determine necessity of stop advice,complete,Group 1
case-6498,T10 Determine necessity to stop indication-complete,Resource08,2011/03/24 21:13:34.978,Variant 8,8,Internet,General,,Resource08,task-17624,T10 Determine necessity to stop indication,complete,Group 1
case-6498,T05 Print and send confirmation of receipt-complete,admin1,2011/03/24 21:44:46.861,Variant 8,8,Internet,General,,Resource08,task-17621,T05 Print and send confirmation of receipt,complete,Group 2
case-6503,Confirmation of receipt-complete,admin2,2011/03/18 17:02:31.892,Variant 9,9,Desk,Customer contact,,admin3,task-16589,Confirmation of receipt,complete,Group 1
case-6504,T02 Check confirmation of receipt-complete,Resource06,2011/03/23 16:53:12.969,Variant 5,5,Desk,General,,Resource06,task-17322,T02 Check confirmation of receipt,complete,Group 4
case-6504,T06 Determine necessity of stop advice-complete,Resource06,2011/03/23 16:53:44.550,Variant 5,5,Desk,General,,Resource06,task-17323,T06 Determine necessity of stop advice,complete,Group 1
case-6504,T10 Determine necessity to stop indication-complete,Resource06,2011/03/23 16:54:16.067,Variant 5,5,Desk,General,,Resource06,task-17325,T10 Determine necessity to stop indication,complete,Group 1
case-6504,T04 Determine confirmation of receipt-complete,Resource10,2011/03/23 16:56:27.960,Variant 5,5,Desk,General,,Resource06,task-17324,T04 Determine confirmation of receipt,complete,Group 3
case-6504,T05 Print and send confirmation of receipt-complete,admin1,2011/03/23 23:14:39.678,Variant 5,5,Desk,General,,Resource06,task-17332,T05 Print and send confirmation of receipt,complete,Group 2
case-6512,T02 Check confirmation of receipt-complete,Resource06,2011/03/23 21:34:16.761,Variant 154,154,Internet,General,,Resource06,task-17399,T02 Check confirmation of receipt,complete,Group 4
case-6512,T04 Determine confirmation of receipt-complete,Resource06,2011/03/23 21:34:29.198,Variant 154,154,Internet,General,,Resource06,task-17401,T04 Determine confirmation of receipt,complete,Group 3
case-6512,T05 Print and send confirmation of receipt-complete,Resource06,2011/03/23 21:34:39.081,Variant 154,154,Internet,General,,Resource06,task-17402,T05 Print and send confirmation of receipt,complete,Group 2
case-6512,T06 Determine necessity of stop advice-complete,Resource06,2011/03/23 21:35:00.802,Variant 154,154,Internet,General,,Resource06,task-17400,T06 Determine necessity of stop advice,complete,Group 1
case-6512,T10 Determine necessity to stop indication-complete,Resource06,2011/03/23 21:35:31.122,Variant 154,154,Internet,General,,Resource06,task-17403,T10 Determine necessity to stop indication,complete,Group 1
case-6512,T11 Create document X request unlicensed-complete,Resource06,2011/03/23 21:44:16.587,Variant 154,154,Internet,General,,Resource06,task-17404,T11 Create document X request unlicensed,complete,Group 1
case-6512,T12 Check document X request unlicensed-complete,Resource06,2011/03/23 21:44:27.756,Variant 154,154,Internet,General,,Resource06,task-17408,T12 Check document X request unlicensed,complete,Group 4
case-6515,Confirmation of receipt-complete,Resource04,2011/03/18 16:40:49.471,Variant 2,2,Internet,General,,Resource04,task-16639,Confirmation of receipt,complete,Group 1
case-6515,T02 Check confirmation of receipt-complete,Resource04,2011/03/18 16:41:01.981,Variant 2,2,Internet,General,,Resource04,task-16713,T02 Check confirmation of receipt,complete,Group 4
case-6515,T04 Determine confirmation of receipt-complete,Resource04,2011/03/18 16:41:10.991,Variant 2,2,Internet,General,,Resource04,task-16715,T04 Determine confirmation of receipt,complete,Group 3
case-6515,T05 Print and send confirmation of receipt-complete,Resource04,2011/03/18 16:41:21.216,Variant 2,2,Internet,General,,Resource04,task-16716,T05 Print and send confirmation of receipt,complete,Group 2
case-6515,T06 Determine necessity of stop advice-complete,Resource04,2011/03/18 16:41:34.507,Variant 2,2,Internet,General,,Resource04,task-16714,T06 Determine necessity of stop advice,complete,Group 1
case-6515,T10 Determine necessity to stop indication-complete,Resource04,2011/03/18 16:41:51.715,Variant 2,2,Internet,General,,Resource04,task-16717,T10 Determine necessity to stop indication,complete,Group 1
case-6516,T04 Determine confirmation of receipt-complete,Resource15,2011/03/22 22:37:05.755,Variant 11,11,Internet,General,,Resource18,task-17289,T04 Determine confirmation of receipt,complete,Group 3
case-6516,T05 Print and send confirmation of receipt-complete,admin1,2011/03/23 23:13:18.819,Variant 11,11,Internet,General,,Resource18,task-17290,T05 Print and send confirmation of receipt,complete,Group 2
case-6516,T06 Determine necessity of stop advice-complete,Resource18,2011/04/07 14:19:55.232,Variant 11,11,Internet,General,,Resource18,task-17283,T06 Determine necessity of stop advice,complete,Group 1
case-6516,T10 Determine necessity to stop indication-complete,Resource18,2011/04/07 14:20:15.160,Variant 11,11,Internet,General,,Resource18,task-19415,T10 Determine necessity to stop indication,complete,Group 1
case-6517,Confirmation of receipt-complete,Resource04,2011/03/18 18:02:01.540,Variant 2,2,Internet,General,,Resource04,task-16643,Confirmation of receipt,complete,Group 1
case-6517,T02 Check confirmation of receipt-complete,Resource04,2011/03/18 18:02:32.330,Variant 2,2,Internet,General,,Resource04,task-16769,T02 Check confirmation of receipt,complete,Group 4
case-6517,T04 Determine confirmation of receipt-complete,Resource04,2011/03/18 18:02:43.261,Variant 2,2,Internet,General,,Resource04,task-16771,T04 Determine confirmation of receipt,complete,Group 3
case-6517,T05 Print and send confirmation of receipt-complete,Resource04,2011/03/18 18:02:56.961,Variant 2,2,Internet,General,,Resource04,task-16772,T05 Print and send confirmation of receipt,complete,Group 2
case-6517,T06 Determine necessity of stop advice-complete,Resource04,2011/03/18 18:03:07.477,Variant 2,2,Internet,General,,Resource04,task-16770,T06 Determine necessity of stop advice,complete,Group 1
case-6517,T10 Determine necessity to stop indication-complete,Resource04,2011/03/18 18:03:25.333,Variant 2,2,Internet,General,,Resource04,task-16773,T10 Determine necessity to stop indication,complete,Group 1
case-6537,Confirmation of receipt-complete,Resource25,2011/03/18 18:47:03.758,Variant 56,56,Internet,General,,admin1,task-16732,Confirmation of receipt,complete,Group 1
case-6537,T06 Determine necessity of stop advice-complete,Resource25,2011/03/18 18:53:15.898,Variant 56,56,Internet,General,,admin1,task-16808,T06 Determine necessity of stop advice,complete,Group 1
case-6537,T10 Determine necessity to stop indication-complete,Resource25,2011/03/18 18:53:41.940,Variant 56,56,Internet,General,,admin1,task-16812,T10 Determine necessity to stop indication,complete,Group 1
case-6540,T02 Check confirmation of receipt-complete,Resource02,2011/03/25 16:51:20.204,Variant 1,1,Internet,General,,Resource02,task-17794,T02 Check confirmation of receipt,complete,Group 4
case-6540,T04 Determine confirmation of receipt-complete,Resource02,2011/03/25 16:51:40.344,Variant 1,1,Internet,General,,Resource02,task-17796,T04 Determine confirmation of receipt,complete,Group 3
case-6540,T05 Print and send confirmation of receipt-complete,Resource02,2011/03/25 16:53:04.506,Variant 1,1,Internet,General,,Resource02,task-17797,T05 Print and send confirmation of receipt,complete,Group 2
case-6540,T06 Determine necessity of stop advice-complete,Resource02,2011/03/25 16:55:17.819,Variant 1,1,Internet,General,,Resource02,task-17795,T06 Determine necessity of stop advice,complete,Group 1
case-6540,T10 Determine necessity to stop indication-complete,Resource02,2011/03/25 16:56:13.884,Variant 1,1,Internet,General,,Resource02,task-17798,T10 Determine necessity to stop indication,complete,Group 1
case-6541,T02 Check confirmation of receipt-complete,Resource14,2011/03/29 20:23:17.916,Variant 1,1,Desk,General,,Resource14,task-18274,T02 Check confirmation of receipt,complete,Group 4
case-6541,T04 Determine confirmation of receipt-complete,Resource14,2011/03/29 20:41:16.385,Variant 1,1,Desk,General,,Resource14,task-18292,T04 Determine confirmation of receipt,complete,Group 3
case-6541,T05 Print and send confirmation of receipt-complete,Resource14,2011/03/29 20:41:33.113,Variant 1,1,Desk,General,,Resource14,task-18293,T05 Print and send confirmation of receipt,complete,Group 2
case-6541,T06 Determine necessity of stop advice-complete,Resource14,2011/05/03 14:38:10.260,Variant 1,1,Desk,General,,Resource14,task-18275,T06 Determine necessity of stop advice,complete,Group 1
case-6541,T10 Determine necessity to stop indication-complete,Resource14,2011/05/03 14:38:30.728,Variant 1,1,Desk,General,,Resource14,task-23299,T10 Determine necessity to stop indication,complete,Group 1
case-6542,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 20:17:27.079,Variant 1,1,Desk,General,,Resource11,task-17595,T02 Check confirmation of receipt,complete,Group 4
case-6542,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 20:17:46.211,Variant 1,1,Desk,General,,Resource11,task-17597,T04 Determine confirmation of receipt,complete,Group 3
case-6542,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 20:18:15.340,Variant 1,1,Desk,General,,Resource11,task-17598,T05 Print and send confirmation of receipt,complete,Group 2
case-6542,T06 Determine necessity of stop advice-complete,Resource01,2011/04/13 20:30:33.753,Variant 1,1,Desk,General,,Resource11,task-17596,T06 Determine necessity of stop advice,complete,Group 1
case-6542,T10 Determine necessity to stop indication-complete,Resource01,2011/04/13 20:31:45.074,Variant 1,1,Desk,General,,Resource11,task-20307,T10 Determine necessity to stop indication,complete,Group 1
case-6544,T02 Check confirmation of receipt-complete,Resource01,2011/03/24 20:30:47.152,Variant 1,1,Post,General,,Resource11,task-17599,T02 Check confirmation of receipt,complete,Group 4
case-6544,T04 Determine confirmation of receipt-complete,Resource01,2011/03/24 20:33:53.495,Variant 1,1,Post,General,,Resource11,task-17601,T04 Determine confirmation of receipt,complete,Group 3
case-6544,T05 Print and send confirmation of receipt-complete,Resource01,2011/03/24 20:34:04.563,Variant 1,1,Post,General,,Resource11,task-17602,T05 Print and send confirmation of receipt,complete,Group 2
case-6544,T06 Determine necessity of stop advice-complete,Resource01,2011/04/14 17:22:45.588,Variant 1,1,Post,General,,Resource11,task-17600,T06 Determine necessity of stop advice,complete,Group 1
case-6544,T10 Determine necessity to stop indication-complete,Resource01,2011/04/14 17:23:15.448,Variant 1,1,Post,General,,Resource11,task-20456,T10 Determine necessity to stop indication,complete,Group 1
